pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,spec_F,spec_G,spec_K,spec_M,spec_m,st_lum,temp_score,dist_score,lum_score,stellar_temp_score,stellar_mass_score,stellar_compatibility_index,orbital_stability,Habitability_Score,Rank
0.0890371972488281,0.0019845345740881,16.537944,0.127,0.1608756818834338,0.5966260943839421,1.0162,1.0022,0.019,0.0,0.0,1.0,0.0,0.0,1.1739705626507876e-16,0.0,0.418,0.5,-5776.403373905617,0.998842105263158,0.4994210526315789,0.0057542983232876,0.04065959694649122,52
0.1446924795905697,0.0044787857012471,4.32421,0.04866,0.2024117140396209,0.4894298526585523,0.894,0.822,0.06,0.0,0.0,1.0,0.0,0.0,4.114591358210028e-17,0.0,0.3657733333333334,0.5,-5776.510570147342,0.9063157894736842,0.4531578947368421,0.0005764823523287,0.03500793061608146,53
0.1178434057604062,0.0006791454774436,18.801,0.06,0.1648004593741027,0.590006406149904,0.968,1.022,0.07,0.0,0.0,1.0,0.0,0.0,1.0187496513588012e-16,0.0,0.3733333333333334,0.5,-5776.409993593851,0.988421052631579,0.4942105263157895,0.0030905753424657,0.034349114985782914,54
0.124233554979388,0.0030139761398974,2.1097019,0.026,0.3537180591444157,0.5103566090113176,0.9,0.97,0.16,0.0,1.0,0.0,0.0,0.0,4.9302602141989186e-17,0.0,0.3506666666666667,0.5,-5776.48964339099,0.9842105263157894,0.4921052631578947,0.0001502801353424,0.032904253846211214,55
0.1121758483468405,0.0044787857012471,8.082376554,0.080496,0.2024117140396209,0.6132820841341022,1.24,1.07,0.06,0.0,0.0,1.0,0.0,0.0,1.9515259538222202e-16,0.0,0.3869973333333333,0.5000000000000001,-5776.386717915867,0.963157894736842,0.481578947368421,0.001782462967372,0.0325380999238523,56
0.1138628542700958,0.0015698983878593,7.073076,0.073,0.268960666092449,0.5613922699124494,1.4286,1.0373,0.148,0.0,0.0,1.0,0.0,0.0,1.8187661169703148e-16,0.0,0.382,0.5000000000000001,-5776.438607730089,0.9803684210526316,0.4901842105263158,0.0014146152,0.02842462821186499,57
0.1103040743930516,0.0044787857012471,9.192522,0.0823,0.2044214757393051,0.5430279735212471,0.879,0.95,0.06,0.0,0.0,1.0,0.0,0.0,6.027766349544466e-17,0.0,0.3882,0.5,-5776.45697202648,0.9736842105263156,0.4868421052631578,0.0020727248235616,0.024724076631083506,58
0.1000746120874608,0.0006591285581085,10.778838,0.0889,0.1834625322997415,0.4894298526585523,0.843,0.806,0.06,0.0,0.0,1.0,0.0,0.0,3.6585316904150936e-17,0.0,0.3925999999999999,0.5,-5776.510570147342,0.8978947368421053,0.4489473684210526,0.0026253115019178,0.023957792824118678,59
0.1346806654191404,0.0026422333522441,4.074554,0.0453,0.1900660350272753,0.2889173606662396,0.697,0.745,0.11,0.0,0.0,1.0,0.0,0.0,3.03703615032541e-18,0.0,0.3635333333333334,0.5,-5776.711082639335,0.8657894736842106,0.4328947368421053,0.0005056912224657,0.02378069434666555,60
0.0946186770018142,0.0044787857012471,16.71004217491,0.06,0.1677978753947746,0.6078795643818067,1.09271,0.8889,0.06,0.0,0.0,1.0,0.0,0.0,1.462749166761868e-16,0.0,0.3733333333333334,0.5,-5776.392120435619,0.9415263157894735,0.4707631578947368,0.0027468562479304,0.02336746804985949,61
