planet_name,host_star_name,radius_earth,pl_radj,mass_earth,pl_massj,orbital_period,semimajor_axis,eq_temp_k,density,star_temp_k,star_luminosity,star_metallicity,star_spectype,habitability_score,stellar_compatibility,orbital_stability,star_A,star_B,star_F,star_G,star_K,star_M,star_Unknown,radius_earth_scaled,mass_earth_scaled,orbital_period_scaled,semimajor_axis_scaled,eq_temp_k_scaled,density_scaled,star_temp_k_scaled,star_luminosity_scaled,star_metallicity_scaled,habitable_binary
K2-264 b,K2-264,2.231,0.19903649,196.050555,,5.840002,0.05023,496.0,1.33,3660.0,-0.02687,-0.013,G0 V,0.7396043398106262,1.0,0.2572305714786142,False,False,False,True,False,False,False,-0.1524193548387097,0.0,-0.1718168786430324,-0.2677930939675319,-0.8923512747875354,0.0,-2.0968006562756356,0.0,0.03333333333333334,0
K2-264 c,K2-264,2.77,0.24712285,196.050555,,19.66365,0.1038,326.0,1.33,3580.0,-1.48149,0.12,M2.5 V,0.8066631427160234,0.5,1.112214974548318,False,False,False,False,False,True,False,0.28225806451612906,0.0,0.2808211094473813,0.0,-1.3739376770538243,0.0,-2.184304074377905,-1.45462,0.6666666666666666,0
K2-265 b,K2-265,1.676,0.14952296,4.6,0.01447322,2.36906,0.1038,1257.0,5.0,5435.0,-0.02687,0.05,G0 V,0.5428868191800933,1.0,0.21986492488764892,False,False,False,True,False,False,False,-0.5999999999999999,-191.450555,-0.2854685141345117,0.0,1.2634560906515582,3.67,-0.15531856713152858,0.0,0.33333333333333337,0
K2-266 b,K2-266,3.3,0.29440628,196.050555,,0.658524,0.01306,1515.0,1.33,4285.0,-0.82333,-0.12,G0 V,0.4366398345444108,1.0,0.008563551342570103,False,False,False,True,False,False,False,0.7096774193548385,0.0,-0.3414778666293252,-0.45360360923303794,1.9943342776203965,0.0,-1.4131802023516544,-0.7964600000000001,-0.47619047619047616,0
K2-266 c,K2-266,0.705,0.06289589,196.050555,,7.814,0.0679,664.5,1.33,4285.0,-0.82333,-0.12,G0 V,0.7238011351153667,1.0,0.42564060705553947,False,False,False,True,False,False,False,-1.3830645161290318,0.0,-0.10718079392686337,-0.1794618643538248,-0.415014164305949,0.0,-1.4131802023516544,-0.7964600000000001,-0.47619047619047616,0
K2-266 d,K2-266,2.93,0.26139709,8.9,0.02800239,14.697,0.1035,538.3,2.03,4285.0,-0.82333,-0.12,G0 V,0.6800627742987354,1.0,0.9247109818592985,False,False,False,True,False,False,False,0.4112903225806453,-187.150555,0.11819439444789248,-0.0014996813177200275,-0.7725212464589236,0.6999999999999997,-1.4131802023516544,-0.7964600000000001,-0.47619047619047616,0
K2-266 e,K2-266,2.73,0.24355429,14.3,0.04499261,19.482,0.1249,490.1,2.21,4285.0,-0.82333,-0.12,G0 V,0.7128179264912793,1.0,1.2335224220592835,False,False,False,True,False,False,False,0.25,-181.750555,0.2748732083914065,0.1054775860129722,-0.9090651558073654,0.8799999999999999,-1.4131802023516544,-0.7964600000000001,-0.47619047619047616,0
K2-268 b,K2-268,1.5,0.13382127,196.050555,,2.151676,0.1038,1136.0,1.33,5106.0,-0.02687,0.03,G0 V,0.5782009896148161,1.0,0.20158806720253986,False,False,False,True,False,False,False,-0.7419354838709675,0.0,-0.292586480130394,0.0,0.9206798866855525,0.0,-0.5151763740771124,0.0,0.2380952380952381,0
K2-268 c,K2-268,2.69,0.23998573,196.050555,,9.326841,0.0819,688.0,1.33,5068.0,-0.02687,0.03,G0 V,0.6333757194143358,1.0,0.5675092824041875,False,False,False,True,False,False,False,0.21774193548387094,0.0,-0.05764471585682793,-0.10947673619355888,-0.34844192634560905,0.0,-0.5567404976756904,0.0,0.2380952380952381,0
K2-268 d,K2-268,1.49,0.13292913,196.050555,,4.528598,0.1038,888.0,1.33,5106.0,-0.02687,0.03,G0 V,0.641261027169523,1.0,0.38530897956978233,False,False,False,True,False,False,False,-0.7499999999999998,0.0,-0.2147571551990993,0.0,0.21813031161473087,0.0,-0.5151763740771124,0.0,0.2380952380952381,0
K2-268 e,K2-268,1.33,0.11865486,196.050555,,6.131243,0.1038,801.0,1.33,5106.0,-0.02687,0.03,G0 V,0.6809468641441543,1.0,0.49251277651703046,False,False,False,True,False,False,False,-0.8790322580645159,0.0,-0.16228055796346647,0.0,-0.028328611898016998,0.0,-0.5151763740771124,0.0,0.2380952380952381,0
K2-268 f,K2-268,2.23,0.19894762,196.050555,,26.27057,0.1038,492.0,1.33,5106.0,-0.02687,0.03,G0 V,0.7416965281318711,1.0,1.315572808645999,False,False,False,True,False,False,False,-0.15322580645161282,0.0,0.4971564050418811,0.0,-0.9036827195467422,0.0,-0.5151763740771124,0.0,0.2380952380952381,0
K2-269 b,K2-269,1.57,0.14006602,196.050555,,4.144965,0.0531,1429.0,1.33,6209.0,-0.02687,-0.08,G0 V,0.5190229112310292,1.0,0.19893088955900762,False,False,False,True,False,False,False,-0.6854838709677417,0.0,-0.22731873585314152,-0.25344614269467736,1.7507082152974505,0.0,0.69127700300793,0.0,-0.2857142857142857,0
K2-27 b,K2-27,4.48,0.39967883,30.9,0.09722179,6.771315,0.06702,902.0,1.87,5248.0,-0.02687,0.13,G0 V,0.5089199711439633,1.0,0.3741901255639468,False,False,False,True,False,False,False,1.6612903225806452,-165.150555,-0.1413222044005714,-0.18386092955247013,0.2577903682719547,0.54,-0.35985780694558384,0.0,0.7142857142857143,0
K2-270 b,K2-270,1.38,0.12311535,196.050555,,1.543069,0.0247,1203.0,1.33,4877.0,-0.02687,0.26,G0 V,0.5721166742408779,1.0,0.03740541678783463,False,False,False,True,False,False,False,-0.8387096774193548,0.0,-0.31251455179553933,-0.39541597410550255,1.1104815864022664,0.0,-0.7656549083948592,0.0,1.3333333333333335,0
K2-270 c,K2-270,2.95,0.26318137,196.050555,,4.400028,0.0497,848.0,1.33,4877.0,-0.02687,0.26,G0 V,0.5727459117106682,1.0,0.19776944767355428,False,False,False,True,False,False,False,0.4274193548387098,0.0,-0.21896701833571738,-0.2704425309621705,0.1048158640226629,0.0,-0.7656549083948592,0.0,1.3333333333333335,0
K2-271 b,K2-271,7.28,0.6494781,196.050555,,8.562421,0.077,893.0,1.33,5644.0,-0.02687,-0.3,G0 V,0.4542837856363136,1.0,0.506399693972564,False,False,False,True,False,False,False,3.919354838709677,0.0,-0.08267468847014055,-0.13397153104965195,0.23229461756373937,0.0,0.07328411266065081,0.0,-1.3333333333333333,0
K2-272 b,K2-272,3.13,0.27924038,196.050555,,14.4536756,0.1007,747.0,1.33,5397.0,-0.02687,-0.09,G0 V,0.5944026343711653,1.0,0.8983243518748828,False,False,False,True,False,False,False,0.5725806451612901,0.0,0.11022704264109687,-0.0154967069497732,-0.1813031161473088,0.0,-0.19688269073010664,0.0,-0.3333333333333333,0
K2-273 b,K2-273,4.42,0.39432599,196.050555,,11.716332,0.0974,672.0,1.33,5200.0,-0.02687,0.2,G0 V,0.572683500706812,1.0,0.7613527527147615,False,False,False,True,False,False,False,1.6129032258064513,0.0,0.02059616518992258,-0.03199320144469302,-0.3937677053824363,0.0,-0.41235985780694556,0.0,1.0476190476190477,0
K2-274 b,K2-274,2.08,0.18556549,196.050555,,14.1330314,0.0964,655.0,1.33,5044.0,-0.02687,-0.16,G0 V,0.6792331407200939,1.0,0.8596883066269588,False,False,False,True,False,False,False,-0.2741935483870966,0.0,0.0997279511146879,-0.0369921391704263,-0.44192634560906513,0.0,-0.5829915231063714,0.0,-0.6666666666666667,0
K2-275 b,K2-275,2.34,0.20876118,196.050555,,3.2809626,0.0277,1166.0,1.33,4841.0,-0.02687,-0.06,G0 V,0.5264775743513369,1.0,0.08698715204787491,False,False,False,True,False,False,False,-0.0645161290322581,0.0,-0.2556094090561404,-0.3804191609283027,1.0056657223796035,0.0,-0.8050314465408805,0.0,-0.19047619047619047,0
K2-275 c,K2-275,2.21,0.19716333,196.050555,,8.4388385,0.0881,653.0,1.33,4841.0,-0.02687,-0.06,G0 V,0.6720401106105317,1.0,0.5558726034391043,False,False,False,True,False,False,False,-0.16935483870967735,0.0,-0.08672124218470158,-0.07848332229401254,-0.4475920679886686,0.0,-0.8050314465408805,0.0,-0.19047619047619047,0
K2-276 b,K2-276,3.77,0.33633687,196.050555,,18.718269,0.1291,583.0,1.33,5139.0,-0.02687,0.07,G0 V,0.6256509760712571,1.0,1.2286249852404216,False,False,False,True,False,False,False,1.0887096774193548,0.0,0.24986579621755198,0.12647312446105197,-0.6458923512747875,0.0,-0.47908121410992616,0.0,0.42857142857142866,0
K2-277 b,K2-277,2.23,0.19894762,7.4,0.023283,6.32677,0.1038,953.0,4.0,5705.0,-0.02687,0.05,G0 V,0.578534090901026,1.0,0.5048389750915688,False,False,False,True,False,False,False,-0.15322580645161282,-188.650555,-0.15587827197518364,0.0,0.40226628895184136,2.67,0.1400054689636314,0.0,0.33333333333333337,0
K2-278 b,K2-278,2.98,0.26585779,196.050555,,3.334966,0.0488,1711.0,1.33,6747.0,-0.02687,-0.02,G0 V,0.42239430780332493,1.0,0.1507847420949717,False,False,False,True,False,False,False,0.45161290322580644,0.0,-0.25384113556378574,-0.2749415749153305,2.54957507082153,0.0,1.2797374897456932,0.0,0.0,0
K2-279 b,K2-279,1.21,0.10794897,196.050555,,7.122605,0.067,879.0,1.33,5558.0,-0.02687,-0.37,G0 V,0.6661696938890915,1.0,0.3901582435091952,False,False,False,True,False,False,False,-0.975806451612903,0.0,-0.12981965465130973,-0.18396090830698475,0.19263456090651557,0.0,-0.020782061799289035,0.0,-1.6666666666666665,0
K2-28 b,K2-28,2.32,0.20697654,196.050555,,2.260455,0.0214,568.0,1.33,3214.0,-0.02687,0.26,M4,0.7001994405565511,0.5,0.047240141600119905,False,False,False,False,False,True,False,-0.08064516129032263,0.0,-0.28902464842674475,-0.4119124686004224,-0.6883852691218131,0.0,-2.584632212195789,0.0,1.3333333333333335,0
K2-280 b,K2-280,7.46,0.66553777,49.0,0.15417124,19.895,0.1038,736.0,0.64,5741.0,-0.02687,0.353,G0 V,0.4873136171005347,1.0,1.120080521536927,False,False,False,True,False,False,False,4.064516129032257,-147.050555,0.28839637456876727,0.0,-0.21246458923512748,-0.6900000000000001,0.1793820071096527,0.0,1.7761904761904763,0
K2-281 b,K2-281,8.18,0.72977072,196.050555,,8.687721,0.0773,665.0,1.33,4812.0,-0.02687,0.22,G0 V,0.49476014874070195,1.0,0.5137578206518899,False,False,False,True,False,False,False,4.64516129032258,0.0,-0.07857189737565315,-0.13247184973193202,-0.41359773371104813,0.0,-0.8367514356029533,0.0,1.1428571428571428,0
K2-282 b,K2-282,2.82,0.25158355,196.050555,,4.169836,0.0499,1057.0,1.33,5523.0,-0.02687,0.15,G0 V,0.528281128435244,1.0,0.1890280317007459,False,False,False,True,False,False,False,0.3225806451612902,0.0,-0.22650436620181674,-0.2694427434170239,0.6968838526912181,0.0,-0.05906480721903199,0.0,0.8095238095238095,0
K2-283 b,K2-283,3.52,0.31403337,196.050555,,1.921036,0.0291,1186.0,1.33,5060.0,-0.02687,0.28,G0 V,0.47946727400667793,1.0,0.054395517732989083,False,False,False,True,False,False,False,0.8870967741935483,0.0,-0.30013849719370267,-0.37342064811227615,1.0623229461756374,0.0,-0.5654908394859174,0.0,1.4285714285714288,0
K2-284 b,K2-284,2.78,0.24801499,196.050555,,4.795069,0.04771,653.0,1.33,4140.0,-1.01323,-0.02,G0 V,0.6414517080524601,1.0,0.2060159005399071,False,False,False,True,False,False,False,0.29032258064516114,0.0,-0.2060318970527373,-0.28039041703637974,-0.4475920679886686,0.0,-1.5717801476620181,-0.9863600000000001,0.0,0
K2-285 b,K2-285,2.59,0.23106432,9.68,0.03045653,3.471745,0.03817,1088.9,3.07,4975.0,-0.02687,-0.02,K2 V,0.5310126603212139,0.9,0.12444215367722032,False,False,False,False,True,False,False,0.1370967741935483,-186.370555,-0.2493624790345527,-0.32808028293987523,0.7872521246458926,1.7399999999999998,-0.6584632212195789,0.0,0.0,0
K2-285 c,K2-285,3.53,0.31492551,15.68,0.04933455,7.138048,0.0824,741.4,1.95,4975.0,-0.02687,-0.02,K2 V,0.58062945307864,0.9,0.46258565598676216,False,False,False,False,True,False,False,0.8951612903225804,-180.370555,-0.1293139930162565,-0.10697726733069224,-0.19716713881019837,0.6199999999999999,-0.6584632212195789,0.0,0.0,0
K2-285 d,K2-285,2.48,0.22125078,6.5,0.02045118,10.45582,0.1178,619.9,1.33,4975.0,-0.02687,-0.02,K2 V,0.6694515543572175,0.9,0.8027616534978019,False,False,False,False,True,False,False,0.04838709677419358,-189.550555,-0.02067771675815825,0.06998512816026593,-0.5413597733711049,0.0,-0.6584632212195789,0.0,0.0,0
K2-285 e,K2-285,1.95,0.17396735,10.7,0.0336658,14.76289,0.18041,500.9,1.33,4975.0,-0.02687,-0.02,K2 V,0.7565080545977163,0.9,1.298384303592391,False,False,False,False,True,False,False,-0.37903225806451607,-185.350555,0.12035187972495379,0.3829686191684266,-0.8784702549575072,0.0,-0.6584632212195789,0.0,0.0,0
K2-286 b,K2-286,2.1,0.18734945,196.050555,,27.359,0.1768,347.0,1.33,3926.0,-1.04576,-0.02,M0 V,0.837717429846445,0.5,1.7642291641942005,False,False,False,False,False,True,False,-0.2580645161290321,0.0,0.5327956780743867,0.36492245397852957,-1.3144475920679888,0.0,-1.8058517910855894,-1.01889,0.0,0
K2-287 b,K2-287,9.494023,0.847,100.11645,0.315,14.893291,0.1206,804.0,1.33,5695.0,-0.02687,0.2,G0 V,0.4427942702998697,1.0,1.0282366382257067,False,False,False,True,False,False,False,5.704857258064515,-95.934105,0.12462169665641627,0.0839821537923191,-0.019830028328611898,0.0,0.1290675417008477,0.0,1.0476190476190477,0
K2-288 B b,K2-288 B,1.9,0.16950665,196.050555,,31.393463,0.164,226.36,1.33,3341.0,-1.93,-0.21,M3 V,0.8401388215518528,0.5,1.8162126925166875,False,False,False,False,False,True,False,-0.4193548387096774,0.0,0.6648991007993588,0.30093605108914356,-1.6562039660056658,0.0,-2.445720535958436,-1.90313,-0.9047619047619048,0
K2-289 b,K2-289,9.1,0.81184762,196.050555,,13.156969,0.107,753.0,1.33,5529.0,-0.02687,0.162,G0 V,0.45925283464364214,1.0,0.8787116745941814,False,False,False,True,False,False,False,5.387096774193547,0.0,0.06776801398472766,0.015996600722346474,-0.1643059490084986,0.0,-0.052502050861361775,0.0,0.8666666666666667,0
K2-29 b,K2-29,11.209,1.0,194.82979,0.613,3.2589263,0.04097,1076.0,0.76,5222.0,-0.42713,-0.02,K1 V,0.37652174481785383,0.9,0.12532625657172713,False,False,False,False,True,False,False,7.08790322580645,-1.220765,-0.25633096001699796,-0.31408325730782205,0.7507082152974505,-0.5700000000000001,-0.38829641782882146,-0.40026,0.0,0
K2-290 b,K2-290,3.06,0.27299491,10.9,0.03429506,9.21165,0.0923,1230.0,4.1,6302.0,-0.02687,-0.06,G0 V,0.48664163215215306,1.0,0.6153128174892044,False,False,False,True,False,False,False,0.5161290322580645,-185.150555,-0.06141650044553581,-0.05748778384593279,1.1869688385269122,2.7699999999999996,0.7929997265518184,0.0,-0.19047619047619047,0
K2-290 c,K2-290,11.276254,1.006,246.00042,0.774,48.36685,0.305,676.0,1.01,6302.0,-0.02687,-0.06,G0 V,0.45264173268990815,1.0,2.756960310458883,False,False,False,True,False,False,False,7.1421403225806435,49.94986499999999,1.2206713356508236,1.0057862704175362,-0.38243626062322944,-0.32000000000000006,0.7929997265518184,0.0,-0.19047619047619047,0
K2-291 b,K2-291,1.589,0.14176133,6.49,0.02041982,2.225177,0.1038,1278.0,8.84,5520.0,-0.02687,0.08,G0 V,0.5440807401520877,1.0,0.20780521626162685,False,False,False,True,False,False,False,-0.6701612903225805,-189.560555,-0.2901797822194928,0.0,1.3229461756373937,7.51,-0.062346185397867106,0.0,0.4761904761904762,0
K2-292 b,K2-292,2.63,0.23463288,24.5,0.07708523,16.9841,0.13,795.0,7.4,5725.0,-0.02687,0.07,G3 V,0.6018939319491889,1.0,1.1656268044993845,False,False,False,True,False,False,False,0.16935483870967735,-171.550555,0.19308261082620204,0.13097216841421197,-0.0453257790368272,6.07,0.1618813234891988,0.0,0.42857142857142866,0
K2-293 b,K2-293,2.45,0.21857436,196.050555,,13.1225,0.1038,750.0,1.33,5532.0,-0.02687,0.218,G0 V,0.6247058187789112,1.0,0.8595576158175758,False,False,False,True,False,False,False,0.02419354838709697,0.0,0.06663936988069026,0.0,-0.17280453257790368,0.0,-0.04922067268252666,0.0,1.1333333333333333,0
K2-294 b,K2-294,1.66,0.14809528,196.050555,,2.50387,0.1038,1425.0,1.33,5612.0,-0.02687,0.194,G0 V,0.5145980329281734,1.0,0.23103370680925056,False,False,False,True,False,False,False,-0.6129032258064515,0.0,-0.2810543300367635,0.0,1.7393767705382437,0.0,0.038282745419742956,0.0,1.019047619047619,0
K2-295 b,K2-295,10.054473,0.897,106.47305,0.335,4.024867,0.0451,852.0,0.612,4444.0,-0.02687,0.14,K5 V,0.42635085632008685,0.9,0.1668030161250214,False,False,False,False,True,False,False,6.156833064516128,-89.577505,-0.23125119399253297,-0.2934376445005436,0.11614730878186968,-0.7180000000000001,-1.2392671588733934,0.0,0.761904761904762,0
K2-3 b,K2-3,2.14,0.19091834,6.48,0.02038836,10.054626,0.1038,463.0,3.7,3896.0,-0.02687,-0.32,G0 V,0.7630047847563441,1.0,0.7147472986560631,False,False,False,True,False,False,False,-0.22580645161290303,-189.570555,-0.033814310296560325,0.0,-0.9858356940509915,2.37,-1.8386655728739403,0.0,-1.4285714285714286,0
K2-3 c,K2-3,1.582,0.14113683,2.68,0.00843222,24.646729,0.1357,371.8,3.7,3844.0,-1.23136,-0.157,M V,0.8646223609067699,0.5,1.4689247467803785,False,False,False,False,False,True,False,-0.675806451612903,-193.370555,0.4439857714132814,0.1594661134508916,-1.2441926345609065,2.37,-1.8955427946404158,-1.20449,-0.6523809523809525,0
K2-3 d,K2-3,1.458,0.13007427,2.2,0.00692197,44.55603,0.2014,305.2,1.33,3844.0,-1.23136,-0.157,M V,0.9281990740651138,0.5,2.2999400421292275,False,False,False,False,False,True,False,-0.7758064516129031,-193.850555,1.0958908220139956,0.48789632203156824,-1.4328611898016999,0.0,-1.8955427946404158,-1.20449,-0.6523809523809525,1
K2-30 b,K2-30,13.405964,1.196,198.00809,0.623,4.098507,0.04986,1185.0,0.483,5581.0,-0.112,0.136,G8 V,0.3447041762880242,1.0,0.18594129680663193,False,False,False,True,False,False,False,8.859648387096774,1.9575350000000071,-0.22883994470124766,-0.2696427009260532,1.0594900849858357,-0.8470000000000001,0.004375170905113481,-0.08513,0.7428571428571429,0
K2-308 b,K2-308,9.916,0.884,196.050555,,3.38628,0.1038,811.0,1.33,6100.0,-0.02687,-0.1,G0 V,0.43635273936486574,1.0,0.3012120264263159,False,False,False,True,False,False,False,6.0451612903225795,0.0,-0.25216092309592836,0.0,0.0,0.0,0.5720535958435876,0.0,-0.380952380952381,0
K2-31 b,K2-31,46.0,4.10385219,551.0,1.73363988,1.25784906,0.1038,1688.0,0.032,5340.0,-0.02687,0.18,G0 V,0.21029341557292497,1.0,0.12271727109482725,False,False,False,True,False,False,False,35.14516129032258,354.94944499999997,-0.3218537204292363,0.0,2.4844192634560907,-1.298,-0.25922887612797374,0.0,0.9523809523809523,0
K2-312 c,HD 80653,2.42,,196.050555,,921.2,1.961,811.0,1.33,5959.0,-0.02687,0.255,G0 V,0.6074189989431872,1.0,7.499685126813731,False,False,False,True,False,False,False,0.0,0.0,29.800496353954117,9.284027144231851,0.0,0.0,0.41782882143833744,0.0,1.3095238095238098,0
K2-315 b,K2-315,0.95,0.08475332,196.050555,,3.1443189,0.1038,460.0,1.33,3300.0,-2.38722,-0.24,M(3.5+/-0.5) V,0.8631247811543453,0.5,0.2824536544291491,False,False,False,False,False,True,False,-1.1854838709677418,0.0,-0.2600836353568412,0.0,-0.9943342776203966,0.0,-2.490566037735849,-2.36035,-1.0476190476190477,0
K2-316 b,K2-316,1.33,0.11865465,196.050555,,1.133,0.0147,841.0,1.33,3436.0,-0.02687,-0.02,G0 V,0.6679314315142872,1.0,0.016517924837311123,False,False,False,True,False,False,False,-0.8790322580645159,0.0,-0.3259417460599077,-0.4454053513628354,0.08498583569405099,0.0,-2.3418102269619907,0.0,0.0,0
K2-316 c,K2-316,1.83,0.16326166,196.050555,,5.26,0.0582,423.0,1.33,3436.0,-0.02687,-0.02,G0 V,0.8093012419898932,1.0,0.26707009772230905,False,False,False,True,False,False,False,-0.475806451612903,0.0,-0.19080831551761257,-0.22795156029343763,-1.0991501416430596,0.0,-2.3418102269619907,0.0,0.0,0
K2-317 b,K2-317,2.93,0.26139709,196.050555,,6.22,0.0542,432.0,1.33,3387.0,-0.02687,-0.02,G0 V,0.7320568604189518,1.0,0.2905210387706427,False,False,False,True,False,False,False,0.4112903225806453,0.0,-0.1593743214975972,-0.24794731119637078,-1.0736543909348442,0.0,-2.395406070549631,0.0,0.0,0
K2-318 b,K2-318,1.66,0.14809528,196.050555,,7.01,0.0911,456.0,1.33,3851.0,-0.02687,-0.02,G0 V,0.8039643482974259,1.0,0.4938489317507685,False,False,False,True,False,False,False,-0.6129032258064515,0.0,-0.13350676391862626,-0.0634865091168127,-1.0056657223796035,0.0,-1.8878862455564671,0.0,0.0,0
K2-319 b,K2-319,2.79,0.24890713,196.050555,,26.68,0.1516,641.0,1.33,5440.0,-0.02687,-0.02,G0 V,0.6453851905561709,1.0,1.6183358084838737,False,False,False,True,False,False,False,0.29838709677419356,0.0,0.51056267605398,0.2389492232900509,-0.48158640226628896,0.0,-0.14984960350013674,0.0,0.0,0
K2-32 b,K2-32,5.13,0.45766795,16.5,0.05191455,8.99213,0.08036,817.0,0.67,5275.0,-0.02687,-0.02,G0 V,0.5128549166965926,1.0,0.5438391700255433,False,False,False,True,False,False,False,2.1854838709677415,-179.550555,-0.06860440707811269,-0.11717510029118813,0.0169971671388102,-0.66,-0.3303254033360678,0.0,0.0,0
K2-32 c,K2-32,3.134,0.27959723,8.1,0.02548545,20.66093,0.13843,634.0,1.43,5271.0,-0.02687,-0.06,G0 V,0.6321540869226105,1.0,1.3506911572567237,False,False,False,True,False,False,False,0.5758064516129031,-187.950555,0.3134757902351739,0.1731132134421435,-0.5014164305949008,0.09999999999999987,-0.33470057424118127,0.0,-0.19047619047619047,0
K2-32 d,K2-32,3.43,0.3060041,10.3,0.03240726,31.7154,0.1862,537.0,1.38,5275.0,-0.02687,-0.02,G0 V,0.6577966432642126,1.0,1.932304797430018,False,False,False,True,False,False,False,0.8145161290322581,-185.750555,0.6754405234377145,0.4119124686004224,-0.7762039660056658,0.04999999999999982,-0.3303254033360678,0.0,0.0,0
K2-32 e,K2-32,1.212,0.10812758,2.1,0.00660734,4.34934,0.04899,1066.0,6.3,5271.0,-0.02687,-0.06,G0 V,0.6150916508423864,1.0,0.19315777120898964,False,False,False,True,False,False,False,-0.9741935483870966,-193.950555,-0.2206267332199742,-0.2739917767474412,0.7223796033994334,4.97,-0.33470057424118127,0.0,-0.19047619047619047,0
K2-320 b,K2-320,2.62,0.23374074,196.050555,,1.995,0.0142,698.0,1.33,3157.0,-0.02687,-0.02,G0 V,0.6333787451839232,1.0,0.027935154741951115,False,False,False,True,False,False,False,0.16129032258064527,0.0,-0.29771663892943556,-0.447904820225702,-0.32011331444759206,0.0,-2.646978397593656,0.0,0.0,0
K2-321 b,K2-321,1.95,0.17396735,196.050555,,2.298,0.041,701.0,1.33,3855.0,-0.02687,-0.02,G0 V,0.6703325167613062,1.0,0.09003995288698555,False,False,False,True,False,False,False,-0.37903225806451607,0.0,-0.28779528456686826,-0.31393328917605007,-0.311614730878187,0.0,-1.8835110746513535,0.0,0.0,0
K2-322 b,K2-322,1.92,0.17129093,196.050555,,8.205,0.0594,635.0,1.33,4141.0,-0.02687,-0.02,G0 V,0.6975937078301094,1.0,0.39701416594308747,False,False,False,True,False,False,False,-0.4032258064516128,0.0,-0.0943779901124613,-0.2219528350225577,-0.4985835694050991,0.0,-1.5706863549357397,0.0,0.0,0
K2-323 b,K2-323,2.1,0.18734945,196.050555,,24.93,0.1275,318.0,1.33,3710.0,-0.02687,-0.02,G0 V,0.8589317187489883,1.0,1.4299702793230418,False,False,False,True,False,False,False,-0.2580645161290321,0.0,0.4532611244549936,0.11847482409987876,-1.3966005665722379,0.0,-2.0421110199617174,0.0,0.0,0
K2-324 b,K2-324,2.43,0.21679008,196.050555,,3.262,0.0331,707.0,1.33,3752.0,-0.02687,-0.02,G0 V,0.6400669530985326,1.0,0.10253149775761883,False,False,False,True,False,False,False,0.008064516129032443,0.0,-0.2562303155717695,-0.35342489720934306,-0.29461756373937675,0.0,-1.9961717254580258,0.0,0.0,0
K2-325 b,K2-325,2.2,0.19627085,196.050555,,6.93,0.0419,423.0,1.33,3287.0,-0.02687,-0.02,G0 V,0.7814507227528644,1.0,0.25492667403626335,False,False,False,True,False,False,False,-0.17741935483870944,0.0,-0.13612626342029419,-0.30943424522289015,-1.0991501416430596,0.0,-2.504785343177468,0.0,0.0,0
K2-326 b,K2-326,2.28,0.20340798,196.050555,,1.256,0.0198,1114.0,1.33,3924.0,-0.02687,-0.02,G0 V,0.539616653950395,1.0,0.024564604397672385,False,False,False,True,False,False,False,-0.11290322580645169,0.0,-0.3219142655760932,-0.4199107689615957,0.8583569405099151,0.0,-1.808039376538146,0.0,0.0,0
K2-329 b,K2-329,8.675766,0.774,82.6358,0.26,12.4551225,0.1016,650.0,0.694,5282.0,-0.32514,0.098,G0 V,0.4915534314457746,1.0,0.8177691974257523,False,False,False,True,False,False,False,5.04497258064516,-113.414755,0.04478693202226025,-0.010997662996613257,-0.45609065155807366,-0.6360000000000001,-0.3226688542521192,-0.29827,0.5619047619047619,0
K2-33 b,K2-33,5.76,0.51387278,1144.188,3.6,5.42513,0.0409,850.0,1.33,3410.0,-0.83,-0.02,M3,0.49096288111412034,0.5,0.2003970537529462,False,False,False,False,False,True,False,2.6935483870967736,948.1374450000001,-0.1854013411087322,-0.31443318294862344,0.11048158640226628,0.0,-2.3702488378452284,-0.80313,0.0,0
K2-330 b,K2-330,2.77,0.24712327,196.050555,,13.774798,0.1038,969.0,1.33,6232.0,-0.02687,-0.03,G0 V,0.5498166900761481,1.0,0.887818840080184,False,False,False,True,False,False,False,0.28225806451612906,0.0,0.08799804845492773,0.0,0.4475920679886686,0.0,0.7164342357123326,0.0,-0.047619047619047616,0
K2-331 b,K2-331,1.79,0.15969338,196.050555,,9.398977,0.1038,909.0,1.33,5994.0,-0.02687,0.08,G0 V,0.6149531196121228,1.0,0.680879141257381,False,False,False,True,False,False,False,-0.5080645161290321,0.0,-0.055282713156173925,0.0,0.2776203966005666,0.0,0.4561115668580804,0.0,0.4761904761904762,0
K2-331 c,K2-331,2.72,0.24266256,196.050555,,22.996591,0.1038,673.0,1.33,5994.0,-0.02687,0.08,G0 V,0.637173678842497,1.0,1.219958198130187,False,False,False,True,False,False,False,0.24193548387096792,0.0,0.38995407555473954,0.0,-0.3909348441926346,0.0,0.4561115668580804,0.0,0.4761904761904762,0
K2-332 b,K2-332,2.2,0.19627119,196.050555,,17.70632,0.1038,266.0,1.33,3315.0,-0.02687,0.09,G0 V,0.8558759128715053,1.0,1.0430699856290844,False,False,False,True,False,False,False,-0.17741935483870944,0.0,0.21673079745238485,0.0,-1.5439093484419264,0.0,-2.4741591468416737,0.0,0.5238095238095238,0
K2-333 b,K2-333,6.18,0.55134362,196.050555,,14.759287,0.1038,826.0,1.33,5880.0,-0.02687,0.07,G0 V,0.48813565792901303,1.0,0.9290150297800923,False,False,False,True,False,False,False,3.0322580645161286,0.0,0.12023390401614742,0.0,0.042492917847025496,0.0,0.3314191960623462,0.0,0.42857142857142866,0
