planet_name,host_star_name,radius_earth,pl_radj,mass_earth,pl_massj,orbital_period,semimajor_axis,eq_temp_k,density,star_temp_k,star_luminosity,star_metallicity,star_spectype,habitability_score,stellar_compatibility,orbital_stability,star_A,star_B,star_F,star_G,star_K,star_M,star_Unknown,radius_earth_scaled,mass_earth_scaled,orbital_period_scaled,semimajor_axis_scaled,eq_temp_k_scaled,density_scaled,star_temp_k_scaled,star_luminosity_scaled,star_metallicity_scaled,habitable_binary
Kepler-169 e,Kepler-169,6.04,0.53885364,196.050555,,13.767145,0.109,923.0,1.33,5058.0,-0.02687,-0.02,G0 V,0.46943909288321783,1.0,0.9165382232456388,False,False,False,True,False,False,False,2.919354838709677,0.0,0.08774746058384938,0.025994476173813046,0.31728045325779036,0.0,-0.5676784249384742,0.0,0.0,0
Kepler-169 f,Kepler-169,3.12,0.27834824,196.050555,,87.0905994,0.3644,366.0,1.33,5173.0,-0.02687,0.26,G0 V,0.7603959156836795,1.0,3.4884697208064224,False,False,False,True,False,False,False,0.5645161290322581,0.0,2.488631863851004,1.3027231713260932,-1.2606232294617563,0.0,-0.4418922614164616,0.0,1.3333333333333335,0
Kepler-1690 b,Kepler-1690,2.51,0.22392759,196.050555,,234.635379,0.7143,273.0,1.33,5735.0,-0.02687,-0.3,G0 V,0.8396222785635055,1.0,5.127529349361897,False,False,False,True,False,False,False,0.07258064516129019,0.0,7.319800321799841,3.0518514815601683,-1.5240793201133145,0.0,0.1728192507519825,0.0,-1.3333333333333333,0
Kepler-1691 b,Kepler-1691,1.72,0.15344839,196.050555,,3.84822189,0.0495,1283.0,1.33,5927.0,-0.02687,0.16,G0 V,0.5355662249198581,1.0,0.17436245328988015,False,False,False,True,False,False,False,-0.5645161290322579,0.0,-0.2370352162127465,-0.2714423185073172,1.3371104815864023,0.0,0.3828274541974296,0.0,0.8571428571428571,0
Kepler-1692 b,Kepler-1692,1.0,0.08921418,196.050555,,5.95960845,0.0646,898.0,1.33,5452.0,-0.02687,0.36,G0 V,0.6795019697373779,1.0,0.32569342905360904,False,False,False,True,False,False,False,-1.1451612903225803,0.0,-0.1679005156908915,-0.19595835884874463,0.24645892351274787,0.0,-0.13672409078479628,0.0,1.8095238095238095,0
Kepler-1693 b,Kepler-1693,1.1,0.0981356,196.050555,,12.10001,0.101,723.0,1.33,5677.0,-0.02687,-0.02,G0 V,0.7298694908414487,1.0,0.7984531492301118,False,False,False,True,False,False,False,-1.0645161290322578,0.0,0.0331592193124345,-0.013997025632053172,-0.24929178470254956,0.0,0.10937927262783702,0.0,0.0,0
Kepler-1693 c,Kepler-1693,0.95,0.08475347,196.050555,,5.36374214,0.059,957.0,1.33,5693.0,-0.02687,-0.08,G0 V,0.657196644940481,1.0,0.27494691315283787,False,False,False,True,False,False,False,-1.1854838709677418,0.0,-0.18741140946721296,-0.22395241011285102,0.41359773371104813,0.0,0.12687995624829096,0.0,-0.2857142857142857,0
Kepler-1694 b,Kepler-1694,0.86,0.07672419,196.050555,,3.89523349,0.0426,841.0,1.33,4972.0,-0.02687,-0.58,G0 V,0.6822588658482523,1.0,0.15352500985718873,False,False,False,True,False,False,False,-1.258064516129032,0.0,-0.23549588042808883,-0.30593498881487685,0.08498583569405099,0.0,-0.661744599398414,0.0,-2.6666666666666665,0
Kepler-1695 b,Kepler-1695,1.03,0.0918906,196.050555,,4.73292085,0.0526,954.0,1.33,5583.0,-0.02687,-0.26,G0 V,0.6601279979200294,1.0,0.22230450878445235,False,False,False,True,False,False,False,-1.1209677419354835,0.0,-0.2080668601521696,-0.25594561155754403,0.40509915014164305,0.0,0.006562756357670222,0.0,-1.142857142857143,0
Kepler-1696 b,Kepler-1696,2.35,0.20965332,196.050555,,65.941326,0.3245,454.0,1.33,5982.0,-0.02687,-0.04,G0 V,0.7539034280199535,1.0,3.1089698960988352,False,False,False,True,False,False,False,-0.056451612903225666,0.0,1.7961254747017645,1.1032655560693352,-1.0113314447592068,0.0,0.44298605414273995,0.0,-0.09523809523809525,0
Kepler-1697 b,Kepler-1697,2.13,0.1900262,196.050555,,33.4976313,0.2008,630.0,1.33,4928.0,-0.02687,0.48,G0 V,0.6859123251366238,1.0,2.04463324692998,False,False,False,True,False,False,False,-0.23387096774193547,0.0,0.7337974484653024,0.4848969593961283,-0.5127478753541076,0.0,-0.7098714793546623,0.0,2.380952380952381,0
Kepler-1698 b,Kepler-1698,180.72,16.12278626,196.050555,,1.210693282,0.0199,1356.0,1.33,5019.0,-0.02687,-0.22,G0 V,0.15782737371401204,1.0,0.023807143909687373,False,False,False,True,False,False,False,143.79032258064515,0.0,-0.3233977771413834,-0.4194108751890223,1.5439093484419264,0.0,-0.6103363412633306,0.0,-0.9523809523809524,0
Kepler-1699 b,Kepler-1699,1.32,0.11776272,196.050555,,3.490785878,0.0418,1010.0,1.33,5496.0,-0.02687,-0.46,G0 V,0.6206596915238742,1.0,0.1362033133508522,False,False,False,True,False,False,False,-0.8870967741935482,0.0,-0.2487390094041487,-0.30993413899546346,0.5637393767705382,0.0,-0.08859721082854799,0.0,-2.0952380952380953,0
Kepler-17 b,Kepler-17,14.68,1.31,778.65,2.45,1.4857108,0.02591,1570.0,1.35,5781.0,0.01164,0.26,G0 V,0.2971710481721799,1.0,0.03777232515715421,False,False,False,True,False,False,False,9.887096774193546,582.599445,-0.31439267399949644,-0.3893672594573653,2.15014164305949,0.020000000000000018,0.22313371616078753,0.03851,1.3333333333333335,0
Kepler-170 b,Kepler-170,2.94,0.26228968,196.050555,,7.930587745,0.08,878.0,1.33,5655.0,-0.02687,0.44,G0 V,0.5652224844780962,1.0,0.4913045328299305,False,False,False,True,False,False,False,0.4193548387096774,0.0,-0.10336327467776225,-0.1189747178724521,0.18980169971671387,0.0,0.08531583264971287,0.0,2.1904761904761907,0
Kepler-170 c,Kepler-170,2.85,0.25426041,196.050555,,16.6658994,0.1313,702.0,1.33,5674.0,-0.02687,0.48,G0 V,0.6210097809147799,1.0,1.1594667166167005,False,False,False,True,False,False,False,0.3467741935483872,0.0,0.1826635319120715,0.13747078745766522,-0.3087818696883853,0.0,0.10609789444900192,0.0,2.380952380952381,0
Kepler-1700 b,Kepler-1700,3.14,0.28013252,196.050555,,234.244257,0.8017,335.0,1.33,6299.0,-0.02687,0.21,G0 V,0.779333554247262,1.0,5.240654465200427,False,False,False,True,False,False,False,0.5806451612903226,0.0,7.306993523248699,3.488758638789257,-1.348441926345609,0.0,0.7897183483729833,0.0,1.0952380952380951,0
Kepler-1701 b,Kepler-1701,1.99,0.17753621,196.050555,,169.133455,0.5689,278.0,1.33,5380.0,-0.02687,-0.14,G0 V,0.8832537356060941,1.0,4.576976683560298,False,False,False,True,False,False,False,-0.346774193548387,0.0,5.175022105846193,2.325005936238549,-1.5099150141643058,0.0,-0.21547716707683895,0.0,-0.5714285714285715,0
Kepler-1702 b,Kepler-1702,1.56,0.13917412,196.050555,,18.5010197,0.1281,557.0,1.33,5243.0,-0.02687,-0.2,G0 V,0.7592815518071383,1.0,1.2149069946652482,False,False,False,True,False,False,False,-0.693548387096774,0.0,0.24275224080395563,0.12147418673531868,-0.7195467422096318,0.0,-0.36532677057697566,0.0,-0.8571428571428573,0
Kepler-1704 b,Kepler-1704,11.94877343,1.066,1322.16617312,4.16,988.88112,2.027,253.8,4.07,5746.0,0.45179,0.196,G0 V,0.5670986148041076,1.0,7.60362975221612,False,False,False,True,False,False,False,7.684494701612901,1126.11561812,32.016629605358226,9.613957034130246,-1.5784702549575071,2.74,0.18485097074104456,0.47866000000000003,1.0285714285714287,0
Kepler-1705 b,Kepler-1705,1.07,0.09545917,196.050555,,9.0194714,0.08,789.0,1.33,5775.0,-0.02687,-0.52,G0 V,0.7084882102546716,1.0,0.543229527486622,False,False,False,True,False,False,False,-1.0887096774193545,0.0,-0.06770914728217635,-0.1189747178724521,-0.06232294617563739,0.0,0.2165709598031173,0.0,-2.380952380952381,0
Kepler-1705 c,Kepler-1705,2.05,0.18288907,5.42,0.01705323,11.28,0.1038,811.0,3.528714,6312.0,0.35411,-0.2,G0 V,0.6275673745114475,1.0,0.7751252449910575,False,False,False,True,False,False,False,-0.29838709677419356,-190.63055500000002,0.0063090219829003485,0.0,0.0,2.198714,0.8039376538146021,0.38098,-0.8571428571428573,0
Kepler-1708 b,Kepler-1708,9.96,0.88857321,1462.0106722,4.6,737.1131,1.64,811.0,1.33,6157.0,0.182,-0.02,G0 V,0.4358527635668281,1.0,7.098264462162983,False,False,False,True,False,False,False,6.080645161290322,1265.9601172,23.772802068784156,7.679368134271467,0.0,0.0,0.6343997812414548,0.20887,0.0,0
Kepler-1709 b,Kepler-1709,2.57,0.22928044,196.050555,,65.70460002,0.3251,454.0,1.33,5952.0,-0.02687,0.02,G0 V,0.7403601700091585,1.0,3.107298937166685,False,False,False,True,False,False,False,0.12096774193548378,0.0,1.7883741798687414,1.106264918704775,-1.0113314447592068,0.0,0.41017227235438886,0.0,0.1904761904761905,0
Kepler-171 b,Kepler-171,2.74,0.24444685,196.050555,,4.16696628,0.0492,1053.0,1.33,5456.0,-0.02687,0.14,G0 V,0.5323248919536477,1.0,0.18649180004289737,False,False,False,True,False,False,False,0.2580645161290324,0.0,-0.22659833157819084,-0.2729419998250372,0.6855524079320113,0.0,-0.1323489198796828,0.0,0.761904761904762,0
Kepler-171 c,Kepler-171,2.64,0.23552543,196.050555,,11.4634736,0.0963,731.0,1.33,5641.0,-0.02687,-0.16,G0 V,0.6213445517897285,1.0,0.7438082162620909,False,False,False,True,False,False,False,0.1774193548387098,0.0,0.012316634530015682,-0.037492032942999645,-0.22662889518413598,0.0,0.0700027344818157,0.0,-0.6666666666666667,0
Kepler-171 d,Kepler-171,1.84,0.16415409,196.050555,,39.6027551,0.2202,483.0,1.33,5641.0,-0.02687,-0.16,G0 V,0.7741939233626982,1.0,2.274239801471501,False,False,False,True,False,False,False,-0.4677419354838708,0.0,0.9337020578618164,0.581876351275354,-0.9291784702549575,0.0,0.0700027344818157,0.0,-0.6666666666666667,0
Kepler-1710 b,Kepler-1710,2.95,0.26318183,196.050555,,14.910755,0.115,703.0,1.33,5531.0,-0.02687,-0.02,G0 V,0.6161550325323535,1.0,0.9986950149858664,False,False,False,True,False,False,False,0.4274193548387098,0.0,0.1251935333976304,0.055988102528212756,-0.3059490084985836,0.0,-0.050314465408805034,0.0,0.0,0
Kepler-1711 b,Kepler-1711,1.94,0.17307551,196.050555,,21.06075647,0.1467,685.0,1.33,5757.0,-0.02687,-0.02,G0 V,0.6768621337467827,1.0,1.408450338229828,False,False,False,True,False,False,False,-0.3870967741935483,0.0,0.3265676057216571,0.21445442843395773,-0.35694050991501414,0.0,0.19688269073010664,0.0,0.0,0
Kepler-1712 b,Kepler-1712,1.94,0.17307551,196.050555,,13.815058,0.091,413.0,1.33,3954.0,-0.02687,-0.02,G0 V,0.8066431471771465,1.0,0.8141119393848283,False,False,False,True,False,False,False,-0.3870967741935483,0.0,0.08931631157914213,-0.06398640288938603,-1.1274787535410764,0.0,-1.775225594749795,0.0,0.0,0
Kepler-1713 b,Kepler-1713,1.75,0.15612481,196.050555,,18.01167665,0.1474,893.0,1.33,6463.0,-0.02687,0.09,G0 V,0.6219508481936566,1.0,1.296074516555835,False,False,False,True,False,False,False,-0.5403225806451611,0.0,0.22672931735870966,0.21795368484197106,0.23229461756373937,0.0,0.9691003554826361,0.0,0.5238095238095238,0
Kepler-1714 b,Kepler-1714,3.04,0.2712111,196.050555,,10.27532513,0.1047,1211.0,1.33,6150.0,-0.02687,0.22,G0 V,0.4906219957553911,1.0,0.7303594074346498,False,False,False,True,False,False,False,0.5,0.0,-0.026587794533390965,0.004499043953159944,1.13314447592068,0.0,0.6267432321575062,0.0,1.1428571428571428,0
Kepler-1715 b,Kepler-1715,2.98,0.26585825,196.050555,,35.59713982,0.2193,613.0,1.33,6210.0,-0.02687,-0.02,G0 V,0.6469565865228823,1.0,2.1754847212430506,False,False,False,True,False,False,False,0.45161290322580644,0.0,0.8025432174888975,0.5773773073221939,-0.5609065155807366,0.0,0.6923707957342083,0.0,0.0,0
Kepler-1716 b,Kepler-1716,2.03,0.18110478,196.050555,,35.58349688,0.1916,408.0,1.33,4894.0,-0.02687,-0.24,G0 V,0.8028094667933242,1.0,2.056402929509212,False,False,False,True,False,False,False,-0.3145161290322581,0.0,0.8020964965572562,0.43890673231938204,-1.141643059490085,0.0,-0.7470604320481269,0.0,-1.0476190476190477,0
Kepler-1717 b,Kepler-1717,2.38,0.21232974,196.050555,,30.6529373,0.2101,771.0,1.33,6823.0,-0.02687,-0.1,G0 V,0.6216686674427631,1.0,2.0068953279445787,False,False,False,True,False,False,False,-0.03225806451612905,0.0,0.64065151702283,0.5313870802454478,-0.11331444759206799,0.0,1.3628657369428494,0.0,-0.380952380952381,0
Kepler-1718 b,Kepler-1718,2.5,0.22303545,196.050555,,135.1878234,0.4756,363.0,1.33,5712.0,-0.02687,-0.44,G0 V,0.7985357349970633,1.0,4.178920499405767,False,False,False,True,False,False,False,0.0645161290322581,0.0,4.063515042596149,1.858605046427634,-1.2691218130311614,0.0,0.14766201804757997,0.0,-2.0,0
Kepler-1719 b,Kepler-1719,3.01,0.26853468,196.050555,,6.149362,0.068,1214.0,1.33,5707.0,-0.02687,-0.02,G0 V,0.49113967354424914,1.0,0.34935787052998807,False,False,False,True,False,False,False,0.475806451612903,0.0,-0.16168727407008246,-0.17896197058125146,1.141643059490085,0.0,0.14219305441618812,0.0,0.0,0
Kepler-172 b,Kepler-172,2.59,0.23106472,196.050555,,2.940304817,0.0397,1256.0,1.33,5527.0,-0.02687,0.26,G0 V,0.49944923951827325,1.0,0.11040486263143437,False,False,False,True,False,False,False,0.1370967741935483,0.0,-0.266763820216238,-0.32043190821950335,1.2606232294617563,0.0,-0.05468963631391851,0.0,1.3333333333333335,0
Kepler-172 c,Kepler-172,2.35,0.20965332,196.050555,,6.38901755,0.0652,968.0,1.33,5583.0,-0.02687,0.02,G0 V,0.5688822067553156,1.0,0.34823418170512577,False,False,False,True,False,False,False,-0.056451612903225666,0.0,-0.15384005414762048,-0.1929589962133047,0.4447592067988669,0.0,0.006562756357670222,0.0,0.1904761904761905,0
Kepler-172 d,Kepler-172,2.7,0.24087828,196.050555,,14.62709685,0.1157,736.0,1.33,5527.0,-0.02687,0.26,G0 V,0.6168386943537703,1.0,0.9904163145038115,False,False,False,True,False,False,False,0.22580645161290339,0.0,0.11590550361551723,0.05948735893622602,-0.21246458923512748,0.0,-0.05468963631391851,0.0,1.3333333333333335,0
Kepler-172 e,Kepler-172,2.41,0.21500617,196.050555,,35.1185226,0.203,549.0,1.33,5583.0,-0.02687,0.02,G0 V,0.7032770727015758,1.0,2.0954453065196232,False,False,False,True,False,False,False,-0.008064516129032084,0.0,0.7868714978729011,0.49589462239274157,-0.7422096317280453,0.0,0.006562756357670222,0.0,0.1904761904761905,0
Kepler-1720 b,Kepler-1720,2.75,0.24533899,196.050555,,12.70636123,0.1043,697.0,1.33,5573.0,-0.02687,-0.04,G0 V,0.6273823299892332,1.0,0.8438376563324572,False,False,False,True,False,False,False,0.2661290322580645,0.0,0.05301342862269387,0.002499468862866643,-0.32294617563739375,0.0,-0.004375170905113481,0.0,-0.09523809523809525,0
Kepler-1721 b,Kepler-1721,2.57,0.22928044,196.050555,,4.592390839,0.052,927.0,1.33,5361.0,-0.02687,-0.04,G0 V,0.5686706669041227,1.0,0.2141466592851823,False,False,False,True,False,False,False,0.12096774193548378,0.0,-0.21266833882446823,-0.258944974192984,0.3286118980169972,0.0,-0.23625922887612796,0.0,-0.09523809523809525,0
Kepler-1722 b,Kepler-1722,2.33,0.20786903,196.050555,,9.17858057,0.0815,758.0,1.33,5500.0,-0.02687,-0.2,G0 V,0.6284540359383739,1.0,0.558503350237415,False,False,False,True,False,False,False,-0.07258064516129019,0.0,-0.06249931738810389,-0.11147631128385217,-0.1501416430594901,0.0,-0.08422203992343451,0.0,-0.8571428571428573,0
Kepler-1723 b,Kepler-1723,2.8,0.2497997,196.050555,,39.7530284,0.2249,568.0,1.33,6072.0,-0.02687,-0.3,G0 V,0.6737639780564322,1.0,2.296612903635964,False,False,False,True,False,False,False,0.30645161290322565,0.0,0.9386225682926161,0.6053713585863003,-0.6883852691218131,0.0,0.5414273995077933,0.0,-1.3333333333333333,0
Kepler-1724 b,Kepler-1724,2.45,0.21857474,196.050555,,6.45443377,0.0683,999.0,1.33,6092.0,-0.02687,-0.22,G0 V,0.556822290810867,1.0,0.36522476834606116,False,False,False,True,False,False,False,0.02419354838709697,0.0,-0.15169808220148298,-0.1774622892635315,0.5325779036827195,0.0,0.5633032540333607,0.0,-0.9523809523809524,0
Kepler-1725 b,Kepler-1725,2.73,0.24355471,196.050555,,16.71979,0.135,782.0,1.33,6129.0,-0.02687,-0.02,G0 V,0.6011214693239495,1.0,1.1808592267782907,False,False,False,True,False,False,False,0.25,0.0,0.18442811191012878,0.1559668570428784,-0.0821529745042493,0.0,0.6037735849056604,0.0,0.0,0
Kepler-1726 b,Kepler-1726,2.44,0.21768259,196.050555,,18.39628156,0.1295,630.0,1.33,5470.0,-0.02687,-0.08,G0 V,0.6676972488969988,1.0,1.218561409857566,False,False,False,True,False,False,False,0.016129032258064526,0.0,0.2393227219847602,0.12847269955134533,-0.5127478753541076,0.0,-0.11703582171178561,0.0,-0.2857142857142857,0
Kepler-1727 b,Kepler-1727,2.72,0.24266256,196.050555,,9.0293089,0.0796,757.0,1.33,5349.0,-0.02687,-0.12,G0 V,0.6092388983440222,1.0,0.5415873847488534,False,False,False,True,False,False,False,0.24193548387096792,0.0,-0.06738703070283063,-0.12097429296274541,-0.1529745042492918,0.0,-0.24938474159146842,0.0,-0.47619047619047616,0
Kepler-1728 b,Kepler-1728,2.5,0.22303545,196.050555,,4.783002698,0.0535,886.0,1.33,5170.0,-0.02687,0.18,G0 V,0.5824890329361799,1.0,0.22784499764959823,False,False,False,True,False,False,False,0.0645161290322581,0.0,-0.206426992953687,-0.25144656760438405,0.21246458923512748,0.0,-0.4451736395952967,0.0,0.9523809523809523,0
Kepler-1729 b,Kepler-1729,2.76,0.24623113,196.050555,,4.220967148,0.0419,600.0,1.33,3861.0,-0.02687,-0.05,G0 V,0.6626590062877817,1.0,0.16284862011986861,False,False,False,True,False,False,False,0.2741935483870966,0.0,-0.22483014099299536,-0.30943424522289015,-0.5977337110481586,0.0,-1.8769483182936832,0.0,-0.14285714285714288,0
Kepler-173 b,Kepler-173,1.28,0.11419415,196.050555,,4.26374847,0.0476,1179.0,1.33,6032.0,-0.02687,-0.78,G0 V,0.5842087200729122,1.0,0.18478055362493456,False,False,False,True,False,False,False,-0.9193548387096772,0.0,-0.22342932034724916,-0.2809403001862104,1.0424929178470255,0.0,0.49767569045665844,0.0,-3.619047619047619,0
Kepler-173 c,Kepler-173,2.41,0.21500617,196.050555,,8.005783665,0.0725,956.0,1.33,6032.0,-0.02687,-0.78,G0 V,0.5689258616003077,1.0,0.4576902015207163,False,False,False,True,False,False,False,-0.008064516129032084,0.0,-0.100901078740669,-0.15646675081545175,0.41076487252124644,0.0,0.49767569045665844,0.0,-3.619047619047619,0
Kepler-1730 b,Kepler-1730,4.75,0.42376735,196.050555,,13.81020094,0.1131,833.0,1.33,5942.0,-0.02687,-0.04,G0 V,0.5182928753697279,1.0,0.940762335190703,False,False,False,True,False,False,False,1.8790322580645158,0.0,0.08915727325102246,0.04649012084931953,0.06232294617563739,0.0,0.39923434509160516,0.0,-0.09523809523809525,0
Kepler-1731 b,Kepler-1731,2.53,0.22571187,196.050555,,21.76129812,0.1401,486.0,1.33,4859.0,-0.02687,-0.02,G0 V,0.7261517233522898,1.0,1.3984101344745308,False,False,False,True,False,False,False,0.08870967741935472,0.0,0.34950596201006506,0.1814614394441181,-0.9206798866855525,0.0,-0.7853431774678699,0.0,0.0,0
Kepler-1732 b,Kepler-1732,4.84,0.43179662,196.050555,,32.3122867,0.2015,699.0,1.33,5821.0,-0.02687,0.04,G0 V,0.5523727420429709,1.0,2.016358729823193,False,False,False,True,False,False,False,1.951612903225806,0.0,0.6949848286027425,0.4883962158041416,-0.31728045325779036,0.0,0.2668854252119223,0.0,0.2857142857142857,0
Kepler-1733 b,Kepler-1733,2.31,0.20608475,196.050555,,9.22958009,0.0886,959.0,1.33,6363.0,-0.02687,-0.26,G0 V,0.5730335457109916,1.0,0.5975944091183485,False,False,False,True,False,False,False,-0.08870967741935472,0.0,-0.06082940217278754,-0.0759838534311459,0.4192634560906516,0.0,0.859721082854799,0.0,-1.142857142857143,0
Kepler-1734 b,Kepler-1734,2.12,0.18913406,196.050555,,6.79684436,0.0714,985.0,1.33,6061.0,-0.02687,-0.1,G0 V,0.5763712666236317,1.0,0.39561319519648513,False,False,False,True,False,False,False,-0.24193548387096755,0.0,-0.14048627757809765,-0.16196558231375832,0.49291784702549574,0.0,0.5293956795187312,0.0,-0.380952380952381,0
Kepler-1735 b,Kepler-1735,1.06,0.09456703,196.050555,,7.71797,0.063,519.0,1.33,4072.0,-0.02687,-0.02,G0 V,0.8279232495354647,1.0,0.3962441319445219,False,False,False,True,False,False,False,-1.0967741935483868,0.0,-0.11032517564117804,-0.2039566592099179,-0.8271954674220963,0.0,-1.6461580530489472,0.0,0.0,0
Kepler-1736 b,Kepler-1736,2.33,0.20786903,196.050555,,37.8102649,0.2188,566.0,1.33,6085.0,-0.02687,-0.28,G0 V,0.7004755969820592,1.0,2.2270946536857434,False,False,False,True,False,False,False,-0.07258064516129019,0.0,0.8750092180412578,0.5748778384593273,-0.6940509915014165,0.0,0.555646704949412,0.0,-1.2380952380952381,0
Kepler-1737 b,Kepler-1737,5.41,0.4826487,196.050555,,64.6174465,0.297,383.0,1.33,5043.0,-0.02687,0.3,G0 V,0.6612542718513863,1.0,3.00525586041935,False,False,False,True,False,False,False,2.411290322580645,0.0,1.7527767035702844,0.9657947686116699,-1.2124645892351276,0.0,-0.5840853158326497,0.0,1.523809523809524,0
Kepler-1738 b,Kepler-1738,2.33,0.20786903,196.050555,,7.67465618,0.0781,957.0,1.33,6063.0,-0.02687,-0.02,G0 V,0.5725420225194648,1.0,0.46962271149202894,False,False,False,True,False,False,False,-0.07258064516129019,0.0,-0.11174343226499472,-0.12847269955134533,0.41359773371104813,0.0,0.5315832649712879,0.0,0.0,0
Kepler-1739 b,Kepler-1739,1.9,0.16950694,196.050555,,7.34372823,0.0698,838.0,1.33,5734.0,-0.02687,-0.48,G0 V,0.6284389713309595,1.0,0.4138248878762893,False,False,False,True,False,False,False,-0.4193548387096774,0.0,-0.12257925226640717,-0.16996388267493157,0.0764872521246459,0.0,0.17172545802570413,0.0,-2.1904761904761902,0
Kepler-174 b,Kepler-174,1.88,0.16772265,196.050555,,13.98177228,0.095,507.0,1.33,4590.0,-0.02687,-0.64,G0 V,0.7585711202585891,1.0,0.8451248009743632,False,False,False,True,False,False,False,-0.4354838709677419,0.0,0.09477516124640373,-0.04399065198645289,-0.8611898016997167,0.0,-1.0795734208367513,0.0,-2.9523809523809526,0
Kepler-174 c,Kepler-174,1.46,0.1302527,196.050555,,44.0004287,0.2039,346.0,1.33,4590.0,-0.02687,-0.64,G0 V,0.8955406808519514,1.0,2.2997498185925807,False,False,False,True,False,False,False,-0.7741935483870966,0.0,1.0776983554080448,0.5003936663459014,-1.3172804532577904,0.0,-1.0795734208367513,0.0,-2.9523809523809526,0
Kepler-174 d,Kepler-174,2.1,0.18734977,196.050555,,247.354265,0.6448,194.0,1.33,4590.0,-0.02687,-0.64,G0 V,0.7858692102011486,1.0,5.078256746065205,False,False,False,True,False,False,False,-0.2580645161290321,0.0,7.736264266034483,2.7044253096217052,-1.7478753541076488,0.0,-1.0795734208367513,0.0,-2.9523809523809526,0
Kepler-1740 b,Kepler-1740,3.0,0.26764253,196.050555,,8.17248,0.08,805.0,1.33,5739.0,-0.02687,-0.02,G0 V,0.582600285645979,1.0,0.5030747028366017,False,False,False,True,False,False,False,0.46774193548387094,0.0,-0.09544281665988931,-0.1189747178724521,-0.0169971671388102,0.0,0.17719442165709598,0.0,0.0,0
Kepler-1741 b,Kepler-1741,1.17,0.10438059,196.050555,,2.75759025,0.0301,640.0,1.33,3712.0,-0.02687,-0.11,G0 V,0.7569904245279956,1.0,0.07973816886783978,False,False,False,True,False,False,False,-1.008064516129032,0.0,-0.2727465791812877,-0.36842171038654287,-0.48441926345609065,0.0,-2.0399234345091606,0.0,-0.42857142857142855,0
Kepler-1742 b,Kepler-1742,1.95,0.17396765,196.050555,,49.4781649,0.2583,462.0,1.33,5767.0,-0.02687,-0.18,G0 V,0.7772532146591551,1.0,2.623233504487542,False,False,False,True,False,False,False,-0.37903225806451607,0.0,1.2570599459851508,0.7723358786257918,-0.9886685552407932,0.0,0.20782061799289034,0.0,-0.761904761904762,0
Kepler-1743 b,Kepler-1743,1.43,0.12757627,196.050555,,7.64970832,0.0822,1144.0,1.33,5855.0,-0.02687,0.4,G0 V,0.5811553963255397,1.0,0.4878472457365793,False,False,False,True,False,False,False,-0.7983870967741934,0.0,-0.11256031860046574,-0.10797705487583892,0.943342776203966,0.0,0.30407437790538694,0.0,2.0000000000000004,0
Kepler-1744 b,Kepler-1744,3.5,0.31224962,196.050555,,37.10064,0.222,514.0,1.33,5720.0,-0.02687,-0.02,G0 V,0.6648454852327186,1.0,2.2231459284850197,False,False,False,True,False,False,False,0.8709677419354838,0.0,0.8517734421422432,0.5908744391816738,-0.8413597733711048,0.0,0.15641235985780694,0.0,0.0,0
Kepler-1745 b,Kepler-1745,1.67,0.14898768,196.050555,,3.01618319,0.0417,1305.0,1.33,6043.0,-0.02687,-0.04,G0 V,0.5344147396244682,1.0,0.11847154437806912,False,False,False,True,False,False,False,-0.6048387096774193,0.0,-0.2642792782129771,-0.31043403276803677,1.3994334277620397,0.0,0.5097074104457205,0.0,-0.09523809523809525,0
Kepler-1746 b,Kepler-1746,5.06,0.45142374,196.050555,,321.2125073,0.8767,268.0,1.33,5982.0,-0.02687,-0.5,G0 V,0.714952188457102,1.0,5.644057258159447,False,False,False,True,False,False,False,2.1290322580645156,0.0,10.15465962727099,3.8636789682192534,-1.538243626062323,0.0,0.44298605414273995,0.0,-2.2857142857142856,0
Kepler-1747 b,Kepler-1747,4.11,0.36667027,196.050555,,6.230330323,0.066,875.0,1.33,5477.0,-0.02687,0.21,G0 V,0.5255747271025568,1.0,0.34444168271373615,False,False,False,True,False,False,False,1.3629032258064517,0.0,-0.1590360680482151,-0.18895984603271804,0.1813031161473088,0.0,-0.10937927262783702,0.0,1.0952380952380951,0
Kepler-1748 b,Kepler-1748,3.3,0.29440679,196.050555,,5.823445,0.064,923.0,1.33,5542.0,-0.02687,-0.02,G0 V,0.5402551941271841,1.0,0.3167799529512371,False,False,False,True,False,False,False,0.7096774193548385,0.0,-0.17235901680864635,-0.1989577214841846,0.31728045325779036,0.0,-0.038282745419742956,0.0,0.0,0
Kepler-1749 b,Kepler-1749,1.38,0.12311557,196.050555,,14.53410194,0.0978,428.0,1.33,4023.0,-0.02687,-0.11,G0 V,0.8470648834882122,1.0,0.8843604097305011,False,False,False,True,False,False,False,-0.8387096774193548,0.0,0.11286050211048404,-0.029993626354399713,-1.084985835694051,0.0,-1.6997538966365873,0.0,-0.42857142857142855,0
Kepler-175 b,Kepler-175,2.72,0.24266256,196.050555,,11.90350858,0.1047,827.0,1.33,6063.0,-0.02687,-0.02,G0 V,0.5884679104813471,1.0,0.8092832377253071,False,False,False,True,False,False,False,0.24193548387096792,0.0,0.026725027165346492,0.004499043953159944,0.0453257790368272,0.0,0.5315832649712879,0.0,0.0,0
