pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,spec_F,spec_G,spec_K,spec_M,spec_m,st_lum,temp_score,radius_score,dist_score,lum_score,habitability_score,habitable,stellar_temp_score,stellar_mass_score,stellar_compatibility_index,orbital_stability
TOI-4773 b,0.6379613216691131,0.2411107766048468,1.7452851,0.03216,0.6006316393913292,0.7971385863762547,1.55,1.452,0.11,False,False,True,False,False,8.703392607965957e-16,0.0,0.8189806608345565,0.3547733333333333,0.5000000000000004,0.6365521967455345,1,-5776.202861413624,0.7621052631578947,0.3810526315789473,0.0001537763529205
TOI-4791 b,0.5169564805595357,0.1047833712045199,4.28088,0.0555,0.3758254378409416,0.6515054452274185,1.409,1.242,0.207,False,False,True,False,False,3.2091058013120864e-16,0.0,0.7584782402797678,0.3703333333333333,0.5000000000000002,0.5497477537481994,1,-5776.348494554773,0.8726315789473684,0.4363157894736842,0.0006509283287671
TOI-480 b,0.0995836057321252,0.0027852113474954,6.866196,0.077,0.2974275050244042,0.6762758915225284,1.4877,1.2793,0.164,False,False,True,False,False,4.153518970263784e-16,0.0,0.5497918028660627,0.3846666666666666,0.5000000000000002,0.1743627002455081,0,-5776.323724108478,0.853,0.4265,0.0014484851835616
TOI-481 b,0.4584065825045506,0.069338594279273,10.33111,0.097,0.3465403387884008,0.582532564595345,1.66,1.14,0.26,False,True,False,False,False,2.8469960123814406e-16,0.0,0.7292032912522752,0.398,0.5000000000000002,0.5466414222958527,1,-5776.417467435405,0.9263157894736842,0.4631578947368421,0.0027455278630136
TOI-4860 b,0.3540699846539391,0.0122074612345563,1.5227591,0.01808,0.152454780361757,0.0540251975229553,0.358,0.34,0.27,False,False,False,True,False,9.795832643503337e-22,0.0,0.6770349923269695,0.3453866666666666,0.5,0.3442599948541649,1,-5776.945974802478,0.6526315789473685,0.3263157894736842,7.542872473424577e-05
TOI-4940 b,0.2630930645744294,0.0125363106236343,25.867811,0.165,0.1378122308354866,0.5332052103352554,1.163,1.012,0.326,False,True,False,False,False,9.809047050647472e-17,0.0,0.6315465322872147,0.4433333333333333,0.5,0.4455808705585999,1,-5776.466794789666,0.9936842105263158,0.4968421052631579,0.0116936679863013
TOI-4961 b,0.512565175675103,0.0816077122864644,7.479182,0.0726,0.2170542635658914,0.5067264573991033,0.912,0.912,0.206,False,False,True,False,False,4.920099077414501e-17,0.0,0.7562825878375514,0.3817333333333333,0.5,0.5675255737464182,1,-5776.493273542602,0.9536842105263158,0.4768421052631579,0.0014876400361643
TOI-4994 b,0.3471593643105153,0.0125351602169654,21.491984,0.1515,0.1592305483778351,0.5622464232329705,1.055,1.005,0.165,False,False,True,False,False,9.979334371944984e-17,0.0,0.6735796821552577,0.4343333333333333,0.5,0.5093830454158117,1,-5776.437753576768,0.9973684210526316,0.4986842105263158,0.0089206454136986
TOI-500 b,0.0261177760993808,1.4297799525130428e-05,0.548177,0.01189,0.4174562159058282,0.3060004270766602,0.678,0.74,0.12,False,False,True,False,False,3.616074489474825e-18,0.0,0.5130588880496905,0.34126,0.5,0.0195763837364935,0,-5776.693999572924,0.8631578947368421,0.431578947368421,1.7857053506849693e-05
TOI-5005 b,0.2474223989148009,0.0044866494909859,6.3085044,0.06614,0.2517944300890036,0.5855221012171685,0.93,0.97,0.15,False,True,False,False,False,9.120715681711983e-17,0.0,0.6237111994574004,0.3774266666666667,0.5,0.3031512214034491,1,-5776.414477898784,0.9842105263157894,0.4921052631578947,0.0011431355644273
TOI-5076 b,0.1272525822837848,0.0021197464450095,23.443162,0.1481,0.1111111111111111,0.3786034593209482,0.844,0.789,0.082,False,False,True,False,False,1.313146119116174e-17,0.0,0.5636262911418923,0.4320666666666667,0.5,0.2926346041926999,0,-5776.62139654068,0.8889473684210526,0.4444736842105263,0.0095121432663013
TOI-5082.01,0.0862805086405728,0.0044787857012471,4.240122,0.051204842,0.2876571920757967,0.5686525731368781,0.93,0.99665,0.06,False,False,True,False,False,8.114164008817288e-17,0.0,0.5431402543202863,0.3674698946666667,0.5,0.1283006467147172,0,-5776.431347426864,0.9982368421052632,0.4991184210526316,0.0005948350056732
TOI-5108 b,0.2626577683061063,0.00438656489431,6.753581,0.073,0.2919896640826873,0.5981208626948538,1.29,1.1,0.2,False,False,True,False,False,1.910843303651289e-16,0.0,0.6313288841530531,0.382,0.5000000000000001,0.3266976729855693,1,-5776.401879137306,0.9473684210526316,0.4736842105263157,0.0013507161999999
TOI-5126 b,0.1816926623980258,0.0044787857012471,5.4588385,0.06519,0.3672121734137237,0.6711509715994022,1.241,1.24,0.18,True,False,False,False,False,2.8035887325141027e-16,0.0,0.5908463311990129,0.3767933333333333,0.5000000000000002,0.2384508182056079,0,-5776.328849028401,0.8736842105263158,0.4368421052631579,0.0009749635118219
TOI-5126 c,0.1433865907856006,0.0044787857012471,17.8999,0.1439,0.2319839219064024,0.6711509715994022,1.241,1.24,0.18,True,False,False,False,False,2.8035887325141027e-16,0.0,0.5716932953928003,0.4292666666666667,0.5000000000000002,0.3028076069954144,1,-5776.328849028401,0.8736842105263158,0.4368421052631579,0.0070569742739726
TOI-5143 c,0.6828502142053977,0.0044787857012471,5.2097118,0.05602,0.2024117140396209,0.4646594063634424,0.852,0.864,0.107,False,False,True,False,False,3.0360433790549556e-17,0.0,0.8414251071026988,0.37068,0.5,0.7106257992693585,1,-5776.535340593638,0.9284210526315788,0.4642105263157894,0.0007995837124273
TOI-5153 b,0.4925603429898142,0.1479537162479568,20.33003,0.158,0.2133218489807636,0.7031817211189408,1.4,1.24,0.12,True,False,False,False,False,4.299482771701157e-16,0.0,0.746280171494907,0.4386666666666666,0.5000000000000002,0.658170716096163,1,-5776.296818278882,0.8736842105263158,0.4368421052631579,0.0088003965479452
TOI-5174 b,0.2082892643925619,0.0044787857012471,12.214286,0.06,0.2024117140396209,0.5630514627375616,1.09457,1.0,0.415,False,False,True,False,False,1.0803619891527071e-16,0.0,0.6041446321962809,0.3733333333333334,0.5,0.2574530932848256,0,-5776.436948537264,1.0,0.5,0.0020078278356164
TOI-5181 A b,0.5564782227782461,0.0470714362517149,3.8922295,0.0522,0.4082687338501291,0.6519325218876788,1.53,1.25,0.208,False,False,True,False,False,3.7938774455402523e-16,0.0,0.7782391113891229,0.3681333333333333,0.5000000000000002,0.5836658564311028,1,-5776.348067478113,0.868421052631579,0.4342105263157895,0.0005566421367123
TOI-519 b,0.4779226606220998,0.0208511319462424,1.2652328,0.0159,0.1504450186620729,0.0672645739910313,0.35,0.335,0.27,False,False,False,True,False,2.249943035502175e-21,0.0,0.7389613303110498,0.3439333333333333,0.5,0.4610611243946607,1,-5776.9327354260095,0.6499999999999999,0.3249999999999999,5.5115620602738345e-05
TOI-5210 b,0.4423043001359553,0.0115354259112683,4.5661061,0.0557,0.3224231983921906,0.5799701046337817,1.209,1.105,0.324,False,False,True,False,False,1.4837641819042274e-16,0.0,0.7211521500679776,0.3704666666666666,0.5,0.4779114684632546,1,-5776.420029895367,0.9447368421052632,0.4723684210526316,0.0006968003007397
TOI-5218 b,0.4045643517794087,0.0937478119263752,4.291452,0.0469,0.1780074648291702,0.261157377749306,0.708,0.739,0.41,False,False,True,False,False,2.0920187005199287e-18,0.0,0.7022821758897043,0.3645999999999999,0.5,0.430133660689139,1,-5776.738842622252,0.8626315789473684,0.4313157894736842,0.0005514221884931
TOI-5238 b,0.2025868832775305,0.0044787857012471,4.872171,0.06,0.2024117140396209,0.560324578261798,1.02283,1.0,0.06,False,False,True,False,False,9.252422515653897e-17,0.0,0.6012934416387652,0.3733333333333334,0.5,0.2519461356005439,0,-5776.439675421739,1.0,0.5,0.0008009048219178
TOI-5261 b,0.4803622742049535,0.5219452317295202,4.1509768,0.05134,0.3103646281940855,0.5942771727525091,1.021,1.037,0.254,False,False,True,False,False,1.1665343411632731e-16,0.0,0.7401811371024767,0.36756,0.5,0.5090510693587644,1,-5776.405722827249,0.9805263157894736,0.4902631578947368,0.0005838661614027
TOI-530 b,0.3803381112138063,0.0179882564329785,6.387597,0.052,0.11541774332472,0.1392269912449284,0.54,0.53,0.376,False,False,False,True,False,9.83039845475851e-20,0.0,0.6901690556069031,0.368,0.5,0.4133046260358921,1,-5776.860773008756,0.7526315789473684,0.3763157894736842,0.000910013819178
TOI-5301 b,0.5452559998618232,0.1688572517426736,5.858858,0.073,0.4263565891472867,0.6903694213111253,2.19,1.483,0.03,False,False,True,False,False,9.7747186771335e-16,0.0,0.7726279999309116,0.382,0.5000000000000004,0.5996111229000087,1,-5776.309630578689,0.7457894736842104,0.3728947368421052,0.0011717715999999
TOI-5319 b,0.0985510751483302,0.0044787857012471,4.07853,0.0506,0.1527418891759976,0.122357463164638,0.485,0.5,0.06,False,False,False,True,False,4.730370786498335e-20,0.0,0.5492755375741651,0.3670666666666666,0.5,0.1393718764660452,0,-5776.877642536836,0.736842105263158,0.368421052631579,0.0005654071726027
TOI-532 b,0.2287046593769113,0.0086044157542234,2.3266508,0.0296,0.2021246052253803,0.1964552637198377,0.612,0.639,0.338,False,False,True,False,False,5.005498925836329e-19,0.0,0.6143523296884557,0.3530666666666666,0.5,0.2380246066670501,0,-5776.803544736281,0.81,0.405,0.0001886818183013
TOI-5340 b,0.6316183259183974,0.0384373672430275,4.9394392,0.0628,0.4028136663795577,0.6369848387785608,1.842,1.35,0.208,False,False,True,False,False,5.011704820723865e-16,0.0,0.8158091629591986,0.3752,0.5000000000000002,0.669879847932648,1,-5776.363015161222,0.8157894736842105,0.4078947368421052,0.0008498541966027
TOI-5344 b,0.4369371498183809,0.0185335660540079,3.792622,0.04041,0.1510192362905541,0.1580183642963911,0.588,0.612,0.425,False,False,True,False,False,1.934081406950277e-19,0.0,0.7184685749091904,0.3602733333333333,0.5,0.4530402475679858,1,-5776.8419816357045,0.7957894736842105,0.3978947368421052,0.0004198900137534
TOI-5349 b,0.4193644249023912,0.0180266656412844,3.317921,0.0369,0.159632500717772,0.1588725176169122,0.58,0.61,0.5,False,False,False,True,False,1.922830260224915e-19,0.0,0.7096822124511956,0.3579333333333333,0.5,0.4315501345782939,1,-5776.841127482384,0.7947368421052632,0.3973684210526316,0.0003354281778082
TOI-5350 b,0.5159806351263944,0.2992771362423196,7.581367,0.0796,0.2962962962962962,0.6860986547085202,1.263,1.167,0.044,False,False,True,False,False,3.171340122924256e-16,0.0,0.7579903175631971,0.3863999999999999,0.5000000000000002,0.5798374590754327,1,-5776.313901345293,0.9121052631578948,0.4560526315789474,0.0016533611320547
TOI-5386 A b,0.6155168754009708,0.0219871936586266,3.62156552,0.04856,0.3804191788687912,0.6591928251121077,1.245,1.165,0.182,False,False,True,False,False,2.6259015505509653e-16,0.0,0.8077584377004854,0.3657066666666667,0.5000000000000001,0.6359942179377374,1,-5776.340807174889,0.913157894736842,0.456578947368421,0.0004818170456197
TOI-5398 b,0.4237173875856214,0.0082040773675198,10.590547,0.098,0.2250933103646281,0.6391202220798635,1.051,1.146,0.09,False,True,False,False,False,1.6535811703669724e-16,0.0,0.7118586937928106,0.3986666666666666,0.5,0.5144286826404065,1,-5776.360879777921,0.9231578947368422,0.4615789473684211,0.0028434893315068
TOI-5398 c,0.1285865176626181,0.0014984093902336,4.77271,0.057,0.3097904105656043,0.6391202220798635,1.051,1.146,0.09,False,True,False,False,False,1.6535811703669724e-16,0.0,0.5642932588313091,0.3713333333333334,0.5,0.1766188812247282,0,-5776.360879777921,0.9231578947368422,0.4615789473684211,0.0007453273150684
TOI-540 b,0.0146694842424855,0.0044787857012471,1.2391491,0.01223,0.1286247487797875,0.044629510997224,0.1895,0.159,0.06,False,False,False,True,False,1.278194050933605e-22,0.0,0.5073347421212429,0.3414866666666666,0.5,0.0089582278980353,0,-5776.955370489004,0.5573684210526315,0.2786842105263157,4.151998217260335e-05
TOI-5489 b,0.0363037087781393,0.0044787857012471,3.15222,0.06,0.1323571633649153,0.1153106982703394,0.42,0.41,0.06,False,False,True,False,False,2.7981232423660664e-20,0.0,0.5181518543890696,0.3733333333333334,0.5,0.0913615680130921,0,-5776.884689301731,0.6894736842105262,0.3447368421052631,0.0005181731506849
TOI-5489 c,0.0310801535582631,0.0044787857012471,4.92126,0.06,0.1070915877117427,0.1153106982703394,0.42,0.41,0.06,False,False,True,False,False,2.7981232423660664e-20,0.0,0.5155400767791316,0.3733333333333334,0.5,0.0863170266229098,0,-5776.884689301731,0.6894736842105262,0.3447368421052631,0.0008089742465753
TOI-5573 b,0.3997760928278556,0.0158248045144143,8.79758977,0.0712,0.1047947171978179,0.1672005124919923,0.594,0.619,0.42,False,False,True,False,False,2.4740766872764506e-19,0.0,0.6998880464139278,0.3808,0.5,0.4567991336688948,1,-5776.832799487509,0.7994736842105263,0.3997368421052631,0.0017161325797917
TOI-561 b,0.0361731198976424,0.0001000845966759,0.4465697,0.01064,0.6190066035027274,0.4894298526585523,0.843,0.806,0.06,False,False,True,False,False,3.6585316904150936e-17,0.0,0.5180865599488211,0.3404266666666666,0.5,0.0276775767397152,0,-5776.510570147342,0.8978947368421053,0.4489473684210526,1.301781262465705e-05
TOI-561 c,0.1000746120874608,0.0006591285581085,10.778838,0.0889,0.1834625322997415,0.4894298526585523,0.843,0.806,0.06,False,False,True,False,False,3.6585316904150936e-17,0.0,0.5500373060437305,0.3925999999999999,0.5,0.1901597876951748,0,-5776.510570147342,0.8978947368421053,0.4489473684210526,0.0026253115019178
TOI-561 d,0.0891922053793854,0.0017171657229681,25.71268,0.1587,0.1254665518231409,0.4894298526585523,0.843,0.806,0.06,False,False,True,False,False,3.6585316904150936e-17,0.0,0.5445961026896927,0.4391333333333334,0.5,0.2695275522791593,0,-5776.510570147342,0.8978947368421053,0.4489473684210526,0.0111797323726027
TOI-5616 b,0.444611608465126,0.0890295380830822,2.002849,0.0272,0.2227964398507033,0.2111894084988255,0.646,0.666,0.14,False,False,True,False,False,7.448064367122982e-19,0.0,0.722305804232563,0.3514666666666667,0.5,0.4434419830493024,1,-5776.788810591502,0.8242105263157895,0.4121052631578947,0.0001492534049315
TOI-564 b,0.4730442901194486,0.0662939336318146,1.651144,0.02734,0.4453057708871661,0.5622464232329705,1.088,0.998,0.143,False,False,True,False,False,1.0613397890239342e-16,0.0,0.7365221450597242,0.35156,0.5,0.4710805321003226,1,-5776.437753576768,0.9989473684210526,0.4994736842105263,0.0001236774711232
TOI-5688 A b,0.4237173875856214,0.01754054045743,2.94815527,0.03379,0.1662360034453057,0.1507580610719624,0.57,0.6,0.47,False,False,True,False,False,1.5057807278107236e-19,0.0,0.7118586937928106,0.3558599999999999,0.5,0.4317493607279901,1,-5776.849241938929,0.7894736842105263,0.3947368421052631,0.0002729264837624
TOI-5704 b,0.1158497488514868,0.0044787857012471,3.771116,0.06,0.2256876256101062,0.338031176596199,0.7575,0.73,0.428,False,False,True,False,False,6.721746854769994e-18,0.0,0.5579248744257435,0.3733333333333334,0.5,0.1681815258165762,0,-5776.661968823405,0.8578947368421053,0.4289473684210526,0.000619909479452
TOI-5720 b,0.0228095244601259,0.0004260744258488,1.4344555,0.018288,0.1564743037611254,0.0679051889814221,0.383,0.383,0.03,False,False,False,True,False,2.7983320508361978e-21,0.0,0.5114047622300629,0.3455253333333333,0.5,0.0246198240091723,0,-5776.93209481102,0.6752631578947368,0.3376315789473684,7.187211557260389e-05
TOI-5726.01,0.086536898142615,0.0044787857012471,5.491125215,0.062186,0.2024117140396209,0.6122143924834509,1.106,1.06,0.06,False,False,True,False,False,1.5417510205002996e-16,0.0,0.5432684490713076,0.3747906666666666,0.5,0.1426880206422018,0,-5776.387785607518,0.968421052631579,0.4842105263157895,0.0009355372948492
TOI-5736 b,0.0432684490713075,0.0044787857012471,0.64899,0.06,0.3296009187482056,0.2011531069827034,0.58,0.57,0.06,False,False,True,False,False,4.9414319295075695e-19,0.0,0.5216342245356538,0.3733333333333334,0.5,0.0980876232000009,0,-5776.798846893018,0.7736842105263158,0.3868421052631579,0.0001066832876712
TOI-5786 b,0.3471052443607709,0.0102486626996134,12.779107,0.114,0.2517944300890036,0.6893017296604742,1.36,1.23,0.08,False,False,True,False,False,3.746322320077721e-16,0.0,0.6735526221803854,0.4093333333333333,0.5000000000000002,0.4610443049972517,1,-5776.31069827034,0.8789473684210526,0.4394736842105263,0.0039912827342465
TOI-5799 b,0.0507990745132956,0.0044787857012471,4.164507,0.0348,0.0981912144702842,0.0950245569079649,0.321,0.325,0.01,False,False,False,True,False,7.537777738953395e-21,0.0,0.5253995372566478,0.3565333333333332,0.5,0.0729116590456175,0,-5776.904975443093,0.644736842105263,0.3223684210526315,0.0003970543660273
TOI-5799 c,0.0519743744377678,0.0044787857012471,14.010449,0.0782,0.0499569336778639,0.0950245569079649,0.321,0.325,0.01,False,False,False,True,False,7.537777738953395e-21,0.0,0.5259871872188839,0.3854666666666667,0.5,0.1299302281407466,0,-5776.904975443093,0.644736842105263,0.3223684210526315,0.0030016907172602
TOI-5803 b,0.1178434057604062,0.0044787857012471,5.38305,0.06,0.1481108240022968,0.4541960281870596,0.7625,0.87,0.06,False,False,True,False,False,2.219948372225956e-17,0.0,0.5589217028802032,0.3733333333333334,0.5,0.170106859113829,0,-5776.545803971814,0.9315789473684212,0.4657894736842105,0.0008848849315068
TOI-5882 b,0.4745072016061047,1.0,7.148972,0.0804,0.3881711168532873,0.6220371556694428,2.26,1.334,0.18,False,False,True,False,False,6.860756972337739e-16,0.0,0.7372536008030524,0.3869333333333333,0.5000000000000003,0.54081545217467,1,-5776.377962844332,0.8242105263157894,0.4121052631578947,0.0015747324624657
TOI-6000 b,0.0162800804352807,0.0044787857012471,0.448959,0.06,0.2747631352282515,0.0879777920136664,0.38,0.37,0.06,False,False,True,False,False,7.761564594781303e-21,0.0,0.5081400402176404,0.3733333333333334,0.5,0.072024159350728,0,-5776.912022207987,0.6684210526315789,0.3342105263157894,7.380147945205813e-05
TOI-6008 b,0.0201977468501878,0.0003831810272734,0.8574347,0.010777,0.1561871949468848,0.0145206064488575,0.242,0.23,0.3,False,False,False,True,False,2.335928802388044e-24,0.0,0.510098873425094,0.340518,0.5,0.0124260942440903,0,-5776.985479393552,0.5947368421052631,0.2973684210526315,2.531664044356205e-05
TOI-6016 b,0.5706279824293898,0.0529789571523957,4.023687,0.055,0.4958369221935113,0.6626094383941918,1.51,1.31,0.28,True,False,False,False,False,3.943430723791853e-16,0.0,0.7853139912146949,0.37,0.5000000000000002,0.6009360869441065,1,-5776.337390561606,0.8368421052631578,0.4184210526315789,0.000606309
TOI-6029 b,0.6018550384663979,0.0741097049887315,5.7987,0.06,0.2024117140396209,0.686739269698911,2.338,1.548,0.37,False,False,True,False,False,1.0908031735537905e-15,0.0,0.8009275192331988,0.3733333333333334,0.5000000000000006,0.6375311729650965,1,-5776.313260730302,0.7115789473684211,0.3557894736842105,0.0009532109589041
TOI-6038 A b,0.254387139207969,0.0110350416734956,5.8267311,0.069,0.366350846971002,0.6626094383941918,1.648,1.291,0.124,False,False,True,False,False,4.697153316288403e-16,0.0,0.6271935696039845,0.3793333333333333,0.5000000000000002,0.3135599250979042,1,-5776.337390561606,0.846842105263158,0.423421052631579,0.0011014916326027
TOI-6041 b,0.1734220332998885,0.0039433331090309,26.04945,0.1651,0.1270743611828883,0.5206064488575699,0.879,0.885,0.104,False,True,False,False,False,5.0922037703135535e-17,0.0,0.5867110166499443,0.4434,0.5,0.3591116739609767,1,-5776.479393551143,0.9394736842105263,0.4697368421052632,0.0117829156027397
TOI-6086 b,0.026727190875033,0.0044787857012471,1.3888725,0.01541,0.1352282515073212,0.0412128977151398,0.259,0.254,0.11,False,False,False,True,False,1.7362888768055854e-22,0.0,0.5133635954375165,0.3436066666666667,0.5,0.0246974040361744,0,-5776.958787102286,0.6073684210526316,0.3036842105263158,5.863705541095818e-05
TOI-6109 b,0.1873689257369579,0.0044787857012471,5.690476,0.0599,0.2024117140396209,0.5665171898355756,1.021,1.03,0.06,False,True,False,False,False,9.6337129762774e-17,0.0,0.593684462868479,0.3732666666666666,0.5,0.237120941083317,0,-5776.4334828101655,0.9842105263157894,0.4921052631578947,0.0009338616778082
TOI-6109 c,0.1857235058426969,0.0044787857012471,8.538878,0.0786,0.2024117140396209,0.5665171898355756,1.021,1.03,0.06,False,True,False,False,False,9.6337129762774e-17,0.0,0.5928617529213485,0.3857333333333334,0.5,0.2596107661716709,0,-5776.4334828101655,0.9842105263157894,0.4921052631578947,0.0018387830432876
TOI-6130 b,0.5999033476001149,0.0475258609363826,2.392679,0.036,0.4556416881998276,0.6626094383941918,1.51,1.31,0.28,True,False,False,False,False,3.943430723791853e-16,0.0,0.7999516738000574,0.3573333333333334,0.5000000000000002,0.6047430233941071,1,-5776.337390561606,0.8368421052631578,0.4184210526315789,0.0002359902575342
TOI-620 b,0.1390336281023705,0.0044787857012471,5.0988179,0.04825,0.1265001435544071,0.1496903694213111,0.55,0.577,0.35,False,False,False,True,False,1.362669921320585e-19,0.0,0.5695168140511853,0.3655,0.5,0.1754411197949426,0,-5776.850309630579,0.7773684210526315,0.3886842105263157,0.0006740218182876
TOI-622 b,0.3774105749143818,0.0135803369915583,6.402513,0.0708,0.3517082974447315,0.7245355541319667,1.415,1.313,0.09,True,False,False,False,False,4.950414192800084e-16,0.0,0.6887052874571908,0.3805333333333333,0.5000000000000002,0.4346850374183968,1,-5776.275464445869,0.8352631578947369,0.4176315789473684,0.0012419121106849
TOI-628 b,0.4925612336059791,0.2874635361867389,3.4095675,0.0486,0.4085558426643697,0.692504804612428,1.345,1.311,0.258,False,False,True,False,False,3.7327214482226324e-16,0.0,0.7462806168029895,0.3657333333333333,0.5000000000000002,0.5173038325801542,1,-5776.307495195389,0.8363157894736842,0.4181578947368421,0.0004539862479452
TOI-6303 b,0.4798706061992901,0.35625541120777,9.485236,0.0761,0.1085271317829457,0.2071321802263506,0.609,0.644,0.44,False,False,True,False,False,6.125121968721711e-19,0.0,0.739935303099645,0.3840666666666666,0.5,0.5404582010760315,1,-5776.792867819775,0.8126315789473684,0.4063157894736842,0.0019776067386301
TOI-6330 b,0.4493998674166791,0.4543383159501648,6.8500246,0.05763,0.0953201263278782,0.1136023916292974,0.49,0.531,0.08,False,False,True,False,False,3.587830422415601e-20,0.0,0.7246999337083395,0.3717533333333332,0.5,0.4872490110548542,1,-5776.886397608371,0.7531578947368421,0.376578947368421,0.0010815531991726
TOI-6383 A b,0.4668117181495996,0.04713698547445,1.79058695,0.02292,0.1670973298880275,0.0933162502669229,0.457,0.458,0.06,False,False,False,True,False,1.4208602573954514e-20,0.0,0.7334058590747998,0.3486133333333333,0.5,0.4593701875896396,1,-5776.906683749734,0.7147368421052631,0.3573684210526315,0.0001124390490246
TOI-640 b,0.8145893559501238,0.0257134760723303,5.003777,0.06,0.474590869939707,0.7373478539397822,2.082,1.536,0.072,False,False,True,False,False,1.149584719888093e-15,0.0,0.9072946779750618,0.3733333333333334,0.5000000000000006,0.8429749798143633,1,-5776.262652146062,0.7178947368421053,0.3589473684210526,0.0008225386849315
TOI-6420 b,0.4949999570079642,0.3724395104738284,6.961508,0.0753,0.301464254952627,0.6433909886824687,1.312,1.165,0.24,False,False,True,False,False,2.646411746823008e-16,0.0,0.747499978503982,0.3835333333333334,0.5000000000000001,0.5540389500535623,1,-5776.356609011318,0.913157894736842,0.456578947368421,0.0014361686367123
TOI-6448 b,0.3442318280110908,0.0044787857012471,14.844261,0.131,0.1670973298880275,0.6199017723681401,0.897,1.03,0.06,False,False,True,False,False,1.066022198161034e-16,0.0,0.6721159140055454,0.4206666666666666,0.5,0.4801592308030198,1,-5776.3800982276325,0.9842105263157894,0.4921052631578947,0.0053276662767123
TOI-654.01,0.07887568382013,0.0010566073849071,1.527561,0.01944,0.1811656617858168,0.1097587016869528,0.43,0.419,0.12,False,False,False,True,False,2.4075904167650502e-20,0.0,0.5394378419100649,0.3462933333333333,0.5,0.0802479287815143,0,-5776.890241298314,0.6942105263157895,0.3471052631578947,8.135831736986218e-05
TOI-6628 b,0.4535265234876745,0.0334386957116822,18.18424,0.134,0.1923629055412,0.5244501387999148,1.01,0.97,0.36,False,False,True,False,False,6.923878149199403e-17,0.0,0.7267632617438372,0.4226666666666666,0.5,0.5895712608405264,1,-5776.475549861201,0.9842105263157894,0.4921052631578947,0.0066758579726027
TOI-663 b,0.0741744841222415,0.0004475211251365,2.598902,0.0295,0.1467126040769451,0.1439248345077941,0.512,0.514,0.07,False,False,False,True,False,1.0091895084387674e-19,0.0,0.5370872420611208,0.353,0.5,0.0886614932736771,0,-5776.856075165493,0.7442105263157894,0.3721052631578947,0.0002100482438356
TOI-663 c,0.0737391878539184,0.0003331387289355,4.6955507,0.0437,0.1119724375538328,0.1439248345077941,0.512,0.514,0.07,False,False,False,True,False,1.0091895084387674e-19,0.0,0.5368695939269592,0.3624666666666666,0.5,0.1065255934283935,0,-5776.856075165493,0.7442105263157894,0.3721052631578947,0.0005621796317534
TOI-663 d,0.058939114730936,0.000554754621575,7.1027268,0.0576,0.0915877117427505,0.1439248345077941,0.512,0.514,0.07,False,False,False,True,False,1.0091895084387674e-19,0.0,0.529469557365468,0.3717333333333333,0.5,0.1101309129586192,0,-5776.856075165493,0.7442105263157894,0.3721052631578947,0.0011208686676164
TOI-6651 b,0.1969280317893313,0.0085329267565978,5.056973,0.0633,0.3818547229399941,0.626307922272048,1.721,1.323,0.225,False,False,True,False,False,4.088869137950469e-16,0.0,0.5984640158946657,0.3755333333333334,0.5000000000000002,0.2507304255775797,0,-5776.373692077729,0.8300000000000001,0.415,0.0008770038106849
TOI-669 b,0.0879326699681413,0.0012410489987813,3.945152,0.048,0.2761556129773183,0.5530642750373693,0.9882,0.9245,0.001,False,False,True,False,False,8.197510361290614e-17,0.0,0.5439663349840707,0.3653333333333334,0.5,0.1257695070214222,0,-5776.446935724964,0.9602631578947368,0.4801315789473684,0.000518814509589
TOI-674 b,0.2038927720824995,0.003185549734199,1.977143,0.025,0.1355153603215618,0.108263933376041,0.42,0.42,0.17,False,False,False,True,False,2.1743208828133415e-20,0.0,0.6019463860412497,0.35,0.5,0.2081398941074939,0,-5776.891736066625,0.6947368421052631,0.3473684210526315,0.0001354207534246
TOI-682.01,0.1382440006716326,0.0044787857012471,6.8392388,0.06,0.2661498708010335,0.4437326500106771,1.08,0.8889,0.06,False,False,True,False,False,4.057167171092636e-17,0.0,0.5691220003358163,0.3733333333333334,0.5,0.1898083155131837,0,-5776.55626734999,0.9415263157894735,0.4707631578947368,0.0011242584328767
TOI-6894 b,0.3925361799986669,0.0074456037492584,3.37077196,0.02604,0.0731840367499282,0.0,0.2276,0.207,0.142,False,False,True,False,False,0.0,0.0,0.6962680899993334,0.3506933333333333,0.5,0.3916575437275851,1,-5777.000000000001,0.5826315789473684,0.2913157894736842,0.0002404791831189
TOI-7041 b,0.4730434330210962,0.0161705576943075,9.691,0.06,0.2024117140396209,0.3615203929105274,4.1,1.07,0.25,False,False,True,False,False,2.576254507916855e-16,0.0,0.7365217165105481,0.3733333333333334,0.5000000000000001,0.5131340051641229,1,-5776.638479607091,0.963157894736842,0.481578947368421,0.0015930410958904
TOI-7510 b,0.2935638033570402,0.0023991707603168,11.530869,0.1019,0.2052828021820269,0.5793294896433911,1.035,1.063,0.25,False,True,False,False,False,1.0826126402466892e-16,0.0,0.6467819016785201,0.4012666666666666,0.5,0.3937573197544259,1,-5776.420670510358,0.966842105263158,0.483421052631579,0.0032191658934246
TOI-7510 c,0.445917497270095,0.0185413864241891,22.5687423,0.1595,0.1547516508756818,0.5793294896433911,1.035,1.063,0.25,False,True,False,False,False,1.0826126402466892e-16,0.0,0.7229587486350475,0.4396666666666666,0.5,0.6150578028542961,1,-5776.420670510358,0.966842105263158,0.483421052631579,0.0098622312242465
